INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202488,2025,44,iai-037,ARBOC,CWP,93 Mitchell Crossing,San Casimiro,PO4567,89.62.217.01783.09,2024-07-02 21:01:19,,SO-049,INV-00002,INV8990,92,NFI-PN-00001,tempor convallis nulla neque libero,Y25,11yy,oz,1,1,0,PHP,657.82,657.82,,,,,,,,,0,PH,
202412,2024,40,fqu-963,CARFAIR,CWP,1 Orin Drive,Oebatu,,96.51.904.95433.09,2024-06-24 21:01:20,,SO-040,INV-00002,INV4748,2,NFI-PN-00002,nunc proin at turpis a,H8,,in,3,3,0,IDR,348.23,1044.69,,,,,,,,,0,ID,VENDING
202424,2025,38,mdb-092,CARFAIR,SCL,409 Red Cloud Drive,Yayao,PO4321,70.63.809.73117.17,2024-06-28 21:01:20,2024-06-26 21:01:20,SO-013,INV-00002,INV9596,72,NFI-PN-00003,nunc donec quis orci eget,A1,,ft,3,3,1,CNY,871.46,2614.38,,,,,,,,,0,CN,
202493,2024,5,tcf-217,MCI,1M1,1 Florence Court,Malian,,84.46.524.11429.01,2024-07-02 21:01:20,,SO-002,INV-00002,INV6566,55,NFI-PN-00004,cum sociis natoque,H60,,cm,4,4,0,CNY,100.31,401.24,,,,,,,,,0,CN,
202486,2024,17,tsy-087,NFI,CRK,2 Stang Street,Barrancas,,57.38.319.91759.96,2024-06-27 21:01:20,2024-06-26 21:01:20,SO-033,INV-00002,INV7576,15,NFI-PN-00005,sed interdum venenatis turpis enim,N92,44xx,lb,1,1,0,COP,58.52,58.52,,,,,,,,,0,CO,
202471,2025,43,bxj-705,NFI,ANN,67632 Manitowish Terrace,Petaling Jaya,,94.88.714.33395.61,2024-06-26 21:01:20,2024-06-20 21:01:20,SO-017,INV-00002,INV6566,6,NFI-PN-00006,nulla nisl nunc,E31,66tt,ft,8,8,0,MYR,975.18,7801.44,,,,,,,,,0,MY,
202456,2024,20,vde-903,ARBOC,1M1,14723 Birchwood Place,Ajaccio,PO0987,78.98.746.16935.96,2024-06-25 21:01:20,2024-06-24 21:01:20,SO-019,INV-00002,INV8586,13,NFI-PN-00007,consequat morbi a,E57,22dd,L,9,9,1,EUR,583.42,5250.78,,,,,,,,,0,FR,
202425,2025,37,hec-261,CARFAIR,ANN,17011 Bartelt Place,Bistrica ob Sotli,PO0987,07.11.060.56497.43,2024-06-29 21:01:20,2024-06-26 21:01:20,SO-028,INV-00002,INV3132,87,NFI-PN-00008,morbi ut odio cras mi pede,L64,22ll,gal,1,1,0,EUR,116,116.0,,,,,,,,,0,SI,
202425,2025,5,mkk-495,NFI,1M2,9 Kropf Park,Shijie,PO6543,00.65.949.79135.82,2024-06-24 21:01:20,,SO-006,INV-00002,INV7172,62,NFI-PN-00009,pretium quis lectus,H60,,L,1,1,1,CNY,900.33,900.33,,,,,,,,,0,CN,PAINT
202405,2025,38,rgb-043,ARBOC,CWP,993 Reinke Street,Tha Muang,,23.52.521.37161.83,2024-06-27 21:01:20,,SO-031,INV-00002,INV5758,88,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,R96,55yy,pt,6,6,1,THB,81.45,488.7,,,,,,,,,0,TH,
