INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202474,2025,34,klm-863,ARBOC,CRK,12 Bluestem Junction,Líbeznice,,22.40.002.47221.14,2024-06-25 22:08:17,2024-06-24 22:08:17,SO-009,INV-00002,INV8586,52,NFI-PN-00001,tempor convallis nulla neque libero,W75,99kk,oz,5,5,0,CZK,657.82,3289.1,,,,,,,,,0,CZ,
202494,2024,28,hel-909,CARFAIR,CRK,53 Gerald Crossing,Fatumuti,PO5678,36.14.960.34519.09,2024-07-06 22:08:17,2024-06-30 22:08:17,SO-009,INV-00002,INV2324,21,NFI-PN-00002,nunc proin at turpis a,G59,88ll,in,7,7,0,IDR,348.23,2437.61,,,,,98.0,,,,0,ID,
202416,2024,6,mkb-507,MCI,1M2,844 Russell Lane,Baki,PO5678,98.93.255.00876.23,2024-06-25 22:08:17,2024-06-21 22:08:17,SO-009,INV-00002,INV8384,51,NFI-PN-00003,nunc donec quis orci eget,P42,,ft,5,5,1,IDR,871.46,4357.3,,,,,,,,,0,ID,
202440,2025,29,iuq-504,NFI,SCL,8 Rutledge Trail,Kompaniyivka,,70.93.731.71285.60,2024-06-30 22:08:17,2024-06-23 22:08:17,SO-003,INV-00002,INV4142,54,NFI-PN-00004,cum sociis natoque,I9,88hh,cm,5,5,1,UAH,100.31,501.55,,,,,,,,,0,UA,
202502,2025,31,nae-046,ARBOC,SCL,8 Hovde Lane,Chengxi,,85.71.463.01072.93,2024-06-30 22:08:17,2024-06-27 22:08:17,SO-031,INV-00002,INV1234,9,NFI-PN-00005,sed interdum venenatis turpis enim,J88,44ll,lb,9,9,1,CNY,58.52,526.68,,71.0,,,,,,,71,CN,
202432,2025,28,ubl-441,MCI,CWP,5966 Briar Crest Drive,Campbellton,PO6543,48.58.233.63725.50,2024-06-28 22:08:17,2024-06-24 22:08:17,SO-008,INV-00002,INV8384,83,NFI-PN-00006,nulla nisl nunc,Q69,,ft,1,1,0,CAD,137,137.0,,,,,,,,,0,CA,
202458,2025,42,vfv-986,MCI,CRK,919 American Ash Road,Haysyn,PO2345,42.23.564.12223.70,2024-07-06 22:08:17,,SO-022,INV-00002,INV6970,88,NFI-PN-00007,consequat morbi a,R96,66ff,L,5,5,0,UAH,10,50.0,,,,,,,,,0,UA,
202500,2024,2,zhf-107,NFI,CWP,04958 Fuller Avenue,Portobelo,PO8765,60.21.405.45720.02,2024-06-29 22:08:17,,SO-001,INV-00002,INV5960,7,NFI-PN-00008,morbi ut odio cras mi pede,J10,99mm,gal,5,5,1,PAB,364.77,1823.85,,,,,,,,,0,PA,VENDING
202404,2025,35,ucx-280,CARFAIR,1M2,6 Kipling Drive,Hongyang,,42.58.645.36520.08,2024-06-25 22:08:17,2024-06-20 22:08:17,SO-040,INV-00002,INV2526,95,NFI-PN-00009,pretium quis lectus,A27,,L,2,2,0,CNY,160,320.0,,,,,,,,,0,CN,
202500,2024,25,oij-007,ARBOC,1M2,15494 Mockingbird Parkway,Vale de Figueira,PO0987,29.59.008.22216.81,2024-07-06 22:08:17,2024-06-30 22:08:17,SO-030,INV-00002,INV3738,84,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,J62,,pt,8,8,0,EUR,81.45,651.6,,,,,,,,,0,PT,
