INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202479,2024,33,iri-509,MCI,SCL,6 Northport Drive,Karang Daye,PO0987,09.41.303.70834.31,2024-07-02 22:55:09,,SO-014,INV-00002,INV5678,56,NFI-PN-00001,tempor convallis nulla neque libero,O67,11cc,oz,7,7,1,IDR,657.82,4604.74,,,,,,,,,0,ID,VENDING
202428,2025,35,yqz-519,NFI,WPR,8 Lighthouse Bay Center,Camabatela,PO6543,41.06.523.97100.63,2024-06-25 22:55:10,2024-06-19 22:55:10,SO-044,INV-00002,INV2526,19,NFI-PN-00002,nunc proin at turpis a,H8,33mm,in,2,2,0,AOA,348.23,696.46,,,,,,,,,0,AO,
202468,2025,3,hpu-270,CARFAIR,SCL,0 Miller Way,Forestville,,61.93.008.82970.16,2024-07-03 22:55:10,,SO-013,INV-00002,INV4546,25,NFI-PN-00003,nunc donec quis orci eget,S71,,ft,9,9,1,CAD,871.46,7843.14,,,,,,,,,0,CA,
202440,2025,15,ffy-656,NFI,ANN,68 Hollow Ridge Road,Curepipe,PO0987,27.76.310.76249.38,2024-06-30 22:55:10,2024-06-28 22:55:10,SO-006,INV-00002,INV6970,40,NFI-PN-00004,cum sociis natoque,M13,,cm,7,7,0,MUR,100.31,702.17,,,,,,,,,0,MU,
202417,2024,11,cqq-266,ARBOC,1M1,94473 Commercial Trail,Kawengan,PO6543,81.53.370.94659.90,2024-07-05 22:55:10,2024-07-03 22:55:10,SO-025,INV-00002,INV5678,53,NFI-PN-00005,sed interdum venenatis turpis enim,K89,,lb,2,2,0,IDR,58.52,117.04,,,,,,,,,0,ID,
202436,2024,46,gqi-472,NFI,WPR,9 Magdeline Street,Arcossó,,69.37.040.55681.59,2024-07-01 22:55:10,,SO-004,INV-00002,INV1718,27,NFI-PN-00006,nulla nisl nunc,F6,77ii,ft,7,7,0,EUR,975.18,6826.26,,,,,,,,,0,PT,
202405,2024,12,qtk-471,NFI,ANN,6593 Buell Terrace,Santo Amaro da Imperatriz,PO2109,98.49.134.25178.90,2024-07-07 22:55:10,,SO-046,INV-00002,INV7980,27,NFI-PN-00007,consequat morbi a,Z52,,L,7,7,0,BRL,583.42,4083.94,,,,,,,,,0,BR,PAINT
202480,2024,7,eso-510,ARBOC,ANN,2 Artisan Pass,Padre Bernardo,PO8765,83.18.587.21133.48,2024-07-02 22:55:10,2024-06-30 22:55:10,SO-039,INV-00002,INV7374,22,NFI-PN-00008,morbi ut odio cras mi pede,B80,,gal,8,8,1,BRL,364.77,2918.16,,,,,,,,,0,BR,
202411,2025,47,xow-261,ARBOC,WPR,1 Shasta Trail,Machang,,45.28.071.81741.04,2024-07-03 22:55:10,,SO-042,INV-00002,INV1314,38,NFI-PN-00009,pretium quis lectus,N14,00tt,L,10,10,0,CNY,900.33,9003.3,,,,,,,,,0,CN,
202409,2024,48,bjn-165,MCI,ANN,38227 Acker Plaza,Poigar,PO8765,09.15.223.05562.90,2024-07-04 22:55:10,2024-07-01 22:55:10,SO-047,INV-00002,INV9101,96,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,A79,,pt,6,6,1,IDR,81.45,488.7,,,,,,,,,0,ID,
