INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202421,2025,43,xro-162,MCI,CWP,8347 Novick Circle,Baishi,PO8765,59.93.107.67650.79,2024-07-01 20:35:15,2024-06-30 20:35:15,SO-024,INV-00002,INV2930,55,NFI-PN-00001,tempor convallis nulla neque libero,Y25,55ee,oz,3,3,1,CNY,657.82,1973.46,,,,,,,,,0,CN,PAINT
202438,2024,28,tyf-499,NFI,1M1,100 Dixon Place,Prainha de Baixo,PO6543,65.27.729.60078.24,2024-06-30 20:35:15,,SO-038,INV-00002,INV7980,33,NFI-PN-00002,nunc proin at turpis a,V74,66jj,in,9,9,1,EUR,348.23,3134.07,,,,,,,,,0,PT,
202416,2024,26,bcj-630,ARBOC,CWP,2 Mariners Cove Street,Taipingguan,,42.91.786.16682.81,2024-07-01 20:35:15,2024-06-25 20:35:15,SO-006,INV-00002,INV9596,21,NFI-PN-00003,nunc donec quis orci eget,M65,,ft,5,5,0,CNY,871.46,4357.3,,,,,,,,,0,CN,KANBAN
202409,2024,29,kds-930,MCI,CRK,46485 Barnett Center,Al Judayrah,,50.06.187.67918.06,2024-06-30 20:35:15,,SO-033,INV-00002,INV99100,96,NFI-PN-00004,cum sociis natoque,F32,,cm,4,4,1,ILS,100.31,401.24,,,,,,,,,0,PS,
202405,2025,44,jlh-867,ARBOC,ANN,0 Jenifer Circle,Villejuif,PO4321,99.57.702.49353.82,2024-06-28 20:35:15,2024-06-23 20:35:15,SO-048,INV-00002,INV4748,92,NFI-PN-00005,sed interdum venenatis turpis enim,U21,,lb,1,1,1,EUR,58.52,58.52,,,,,,,,,0,FR,
202443,2025,34,akr-522,MCI,CWP,975 Independence Trail,Chalandrítsa,,43.92.259.64665.82,2024-07-03 20:35:15,2024-06-26 20:35:15,SO-015,INV-00002,INV3940,36,NFI-PN-00006,nulla nisl nunc,U73,66xx,ft,6,6,1,EUR,975.18,5851.08,,,,,,,,,0,GR,
202502,2025,46,gav-202,NFI,ANN,43950 Sutherland Crossing,Klau,PO2109,78.30.551.13465.55,2024-07-06 20:35:15,,SO-020,INV-00002,INV1314,75,NFI-PN-00007,consequat morbi a,U99,11ee,L,4,4,1,IDR,21,84.0,,,,,,,,,0,ID,PAINT
202500,2025,2,nno-244,MCI,1M1,91 Old Shore Lane,N’dalatando,PO4321,16.37.767.92167.83,2024-07-04 20:35:15,,SO-004,INV-00002,INV4748,66,NFI-PN-00008,morbi ut odio cras mi pede,Y77,,gal,2,2,0,AOA,364.77,729.54,,,,,,,,,0,AO,
202412,2024,40,vcj-909,ARBOC,CWP,3065 Katie Pass,Zaragoza,PO7654,98.31.664.31931.74,2024-06-27 20:35:15,,SO-039,INV-00002,INV1234,90,NFI-PN-00009,pretium quis lectus,V100,,L,4,4,0,MXN,900.33,3601.32,,,,,,,,,0,MX,
202441,2025,29,dve-327,MCI,WPR,572 Gina Pass,Ake-Eze,PO1234,77.46.923.62305.57,2024-06-29 20:35:15,2024-06-28 20:35:15,SO-017,INV-00002,INV7172,1,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,J10,,pt,7,7,1,NGN,81.45,570.15,,,,,,,,,0,NG,
