INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202448,2025,25,dek-558,ARBOC,ANN,407 Atwood Road,Almoínhas Velhas,PO2345,43.92.498.71733.18,2024-06-29 22:36:20,,SO-007,INV-00002,INV6162,73,NFI-PN-00001,tempor convallis nulla neque libero,H60,,oz,6,6,1,EUR,657.82,3946.92,,27.0,,,,,,,27,PT,PAINT
202489,2025,39,wxf-418,CARFAIR,SCL,4 Burning Wood Park,Navashino,,80.11.101.42942.99,2024-06-24 22:36:20,2024-06-20 22:36:20,SO-040,INV-00002,INV8182,23,NFI-PN-00002,nunc proin at turpis a,U21,,in,6,6,0,RUB,348.23,2089.38,,,,,,,,,0,RU,
202429,2024,43,qzs-235,CARFAIR,CRK,3 Eagle Crest Lane,Muyuzi,,24.64.699.34951.91,2024-07-04 22:36:20,2024-06-30 22:36:20,SO-015,INV-00002,INV7576,72,NFI-PN-00003,nunc donec quis orci eget,R44,33cc,ft,10,10,1,CNY,871.46,8714.6,,,,,,,,,0,CN,
202425,2024,38,zwh-606,MCI,ANN,80543 Schurz Terrace,Kudus,PO6543,32.93.203.83245.42,2024-07-03 22:36:20,2024-06-27 22:36:20,SO-036,INV-00002,INV9798,58,NFI-PN-00004,cum sociis natoque,J62,77kk,cm,8,8,1,IDR,100.31,802.48,,,,,,,,72.0,0,ID,
202503,2025,29,uif-328,CARFAIR,1M2,7 Crowley Junction,Santa Maria da Vitória,,89.02.393.53126.70,2024-06-26 22:36:20,,SO-014,INV-00002,INV6162,39,NFI-PN-00005,sed interdum venenatis turpis enim,B80,,lb,9,9,1,BRL,58.52,526.68,,,,,,,,,0,BR,
202464,2025,37,rgj-154,MCI,1M1,13678 Mayer Alley,Karangtawar,PO7890,20.69.451.42477.58,2024-06-24 22:36:20,,SO-040,INV-00002,INV3132,35,NFI-PN-00006,nulla nisl nunc,U21,,ft,4,4,0,IDR,975.18,3900.72,,,,,,,,,0,ID,PAINT
202454,2024,52,nyw-166,MCI,SCL,30 Jenna Avenue,Čelopek,,40.54.473.50006.07,2024-06-24 22:36:20,,SO-004,INV-00002,INV4950,79,NFI-PN-00007,consequat morbi a,E83,,L,6,6,1,MKD,583.42,3500.52,,,,,,,,,0,MK,
202480,2025,27,mle-700,ARBOC,1M2,11 Oak Alley,Yoshkar-Ola,PO1234,95.18.320.92529.62,2024-06-28 22:36:20,,SO-025,INV-00002,INV6970,85,NFI-PN-00008,morbi ut odio cras mi pede,I87,33cc,gal,10,10,1,RUB,364.77,3647.7,,,,,,,,,0,RU,
202409,2024,17,axr-429,CARFAIR,CRK,962 Mccormick Lane,Campo Mourão,PO5678,40.17.418.20957.38,2024-06-25 22:36:21,,SO-015,INV-00002,INV2930,14,NFI-PN-00009,pretium quis lectus,R44,,L,8,8,0,BRL,900.33,7202.64,,,,,,,,60.0,0,BR,
202448,2025,22,xnf-967,MCI,CWP,972 Bultman Parkway,Bangilan,PO2345,51.80.661.65122.57,2024-07-02 22:36:21,2024-06-25 22:36:21,SO-032,INV-00002,INV3132,40,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,G85,,pt,3,3,1,IDR,81.45,244.35,,,,,,,,,0,ID,
