INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202443,2024,23,jbp-369,MCI,1M2,92301 Gina Circle,Enrekang,PO4321,59.53.364.18253.11,2024-07-03 14:16:19,2024-06-30 14:16:19,SO-034,INV-00002,INV6364,29,NFI-PN-00001,tempor convallis nulla neque libero,S97,,oz,10,10,1,IDR,657.82,6578.2,,,,,,,,,0,ID,
202481,2025,12,ryq-716,NFI,1M1,55586 Almo Terrace,Tongli,,73.31.742.27968.59,2024-07-06 14:16:20,2024-06-30 14:16:20,SO-014,INV-00002,INV2526,72,NFI-PN-00002,nunc proin at turpis a,R96,,in,8,8,1,CNY,348.23,2785.84,,,,,,,,,0,CN,KANBAN
202419,2024,13,uno-437,NFI,SCL,308 Farragut Avenue,Gagnoa,,78.85.539.04824.46,2024-07-04 14:16:20,,SO-027,INV-00002,INV7374,67,NFI-PN-00003,nunc donec quis orci eget,F58,,ft,9,9,0,XOF,871.46,7843.14,,,,,,,,,0,CI,
202429,2024,17,zlk-567,CARFAIR,CRK,6 American Hill,Sendang,PO6543,14.68.448.96891.39,2024-07-03 14:16:20,,SO-008,INV-00002,INV3536,87,NFI-PN-00004,cum sociis natoque,L90,55ii,cm,8,8,0,IDR,100.31,802.48,,,,,,,,,0,ID,
202476,2024,11,uon-415,MCI,CRK,718 Duke Crossing,Марино,PO6543,22.84.493.11213.78,2024-07-07 14:16:20,,SO-021,INV-00002,INV4344,26,NFI-PN-00005,sed interdum venenatis turpis enim,X24,,lb,4,4,1,MKD,58.52,234.08,,,,,,,,,0,MK,
202430,2025,42,oai-890,MCI,ANN,79311 Lillian Pass,Longueuil,,68.86.856.68539.25,2024-06-28 14:16:20,,SO-048,INV-00002,INV7576,51,NFI-PN-00006,nulla nisl nunc,X50,,ft,1,1,1,CAD,975.18,975.18,,,,,,,,,0,CA,
202421,2025,31,vzh-021,CARFAIR,WPR,3775 Esker Point,Srinjine,,92.32.981.40252.47,2024-07-10 14:16:20,2024-07-08 14:16:20,SO-044,INV-00002,INV3334,42,NFI-PN-00007,consequat morbi a,X50,,L,7,7,1,HRK,583.42,4083.94,,,,,,,,,0,HR,
202502,2025,17,pwh-081,ARBOC,CRK,8 Mayfield Circle,Santo António da Charneca,PO8765,56.74.188.99893.59,2024-07-01 14:16:20,,SO-032,INV-00002,INV6768,57,NFI-PN-00008,morbi ut odio cras mi pede,G33,22jj,gal,8,8,0,EUR,364.77,2918.16,,,,,,,,,0,PT,
202501,2024,5,lwx-652,NFI,WPR,878 Bashford Avenue,Pata,PO3210,05.72.264.00526.81,2024-07-08 14:16:20,,SO-048,INV-00002,INV3940,89,NFI-PN-00009,pretium quis lectus,B28,,L,4,4,1,PHP,900.33,3601.32,,,,,,,,,0,PH,VENDING
202442,2024,11,pal-158,MCI,SCL,679 Warbler Place,Shani,PO6543,85.95.829.91324.28,2024-07-06 14:16:20,2024-07-01 14:16:20,SO-019,INV-00002,INV4950,10,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,B80,,pt,5,5,0,NGN,81.45,407.25,,,,,,,,,0,NG,
