INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202469,2025,34,kqm-987,CARFAIR,SCL,7 Cordelia Parkway,Richmond,PO5432,01.96.649.85658.99,2024-06-25 20:05:20,2024-06-22 20:05:20,SO-030,INV-00002,INV8586,58,NFI-PN-00001,tempor convallis nulla neque libero,Z78,,oz,3,3,0,USD,657.82,1973.46,,,,,,,,,0,US,
202437,2024,27,xfo-541,ARBOC,CRK,9 Rusk Park,Cisiec,PO5432,72.60.107.86956.40,2024-06-21 20:05:21,2024-06-15 20:05:21,SO-050,INV-00002,INV1516,76,NFI-PN-00002,nunc proin at turpis a,F32,,in,2,2,0,PLN,348.23,696.46,,,,,,,,,0,PL,
202498,2025,33,yph-155,ARBOC,SCL,092 Pond Plaza,Tongren,PO8765,10.72.448.43404.33,2024-06-29 20:05:21,2024-06-27 20:05:21,SO-019,INV-00002,INV5758,93,NFI-PN-00003,nunc donec quis orci eget,K11,22bb,ft,1,1,1,CNY,871.46,871.46,,,,,,,,,0,CN,
202406,2025,6,vlr-135,NFI,WPR,88084 Dawn Junction,Albuquerque,PO6543,72.25.075.41907.82,2024-06-20 20:05:21,,SO-038,INV-00002,INV5556,50,NFI-PN-00004,cum sociis natoque,N66,,cm,5,5,1,USD,100.31,501.55,,,,,,,,,0,US,
202490,2024,48,imi-515,MCI,WPR,7 Walton Center,Salt Lake City,PO2109,86.32.196.18103.22,2024-06-23 20:05:21,2024-06-16 20:05:21,SO-010,INV-00002,INV1314,47,NFI-PN-00005,sed interdum venenatis turpis enim,H8,,lb,4,4,1,USD,58.52,234.08,,,,,,,,,0,US,
202441,2025,20,afm-429,CARFAIR,ANN,893 Grim Alley,Sanhe,,37.16.181.94137.17,2024-06-25 20:05:21,2024-06-24 20:05:21,SO-022,INV-00002,INV6970,52,NFI-PN-00006,nulla nisl nunc,J62,,ft,9,9,1,CNY,975.18,8776.62,,,,,,,,,0,CN,
202424,2025,15,dba-721,ARBOC,SCL,796 Oxford Parkway,Orahovica,,69.06.173.69646.05,2024-06-21 20:05:21,2024-06-19 20:05:21,SO-033,INV-00002,INV4546,1,NFI-PN-00007,consequat morbi a,M13,,L,4,4,0,HRK,583.42,2333.68,,,,,,,,,0,HR,
202451,2025,41,hby-684,ARBOC,WPR,96 Dwight Drive,São Bento do Sul,PO9876,36.12.290.43680.47,2024-06-22 20:05:21,,SO-042,INV-00002,INV99100,23,NFI-PN-00008,morbi ut odio cras mi pede,F32,88zz,gal,4,4,0,BRL,364.77,1459.08,,,,,,,,,0,BR,
202442,2024,51,bin-971,MCI,CWP,5130 Alpine Road,Huancarqui,PO8765,29.18.117.04825.25,2024-06-28 20:05:21,,SO-031,INV-00002,INV8384,92,NFI-PN-00009,pretium quis lectus,Q43,,L,2,2,0,PEN,900.33,1800.66,,,,,,,,,0,PE,
202418,2025,50,rvk-585,MCI,WPR,20367 Warbler Drive,Pesagen,,61.32.971.91672.56,2024-06-23 20:05:21,2024-06-18 20:05:21,SO-039,INV-00002,INV5758,95,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,R18,,pt,10,10,1,IDR,81.45,814.5,,,,,,,,,0,ID,
