INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202470,2024,26,kjv-138,NFI,CWP,29 Monica Hill,Ngeni,,83.78.503.54324.11,2024-07-02 13:35:16,2024-06-25 13:35:16,SO-038,INV-00002,INV8586,83,NFI-PN-00001,tempor convallis nulla neque libero,D4,99kk,oz,9,9,0,IDR,657.82,5920.38,,,,,,,,,0,ID,VENDING
202426,2024,27,cad-400,CARFAIR,ANN,795 Autumn Leaf Court,Changuinola,PO4567,65.22.426.74109.17,2024-06-30 13:35:16,,SO-024,INV-00002,INV9394,4,NFI-PN-00002,nunc proin at turpis a,M13,00nn,in,1,1,1,PAB,348.23,348.23,,,,,,,,,0,PA,PAINT
202426,2025,22,qrj-591,CARFAIR,WPR,6 Sutherland Way,Dahuang,PO8765,49.98.243.85499.61,2024-07-04 13:35:16,2024-06-28 13:35:16,SO-010,INV-00002,INV9101,55,NFI-PN-00003,nunc donec quis orci eget,E31,,ft,8,8,0,CNY,871.46,6971.68,,,,,,,,,0,CN,
202492,2024,8,ccn-613,ARBOC,1M1,4934 Saint Paul Center,Barrhead,PO4321,37.98.278.23534.06,2024-07-04 13:35:16,2024-07-02 13:35:16,SO-036,INV-00002,INV4546,9,NFI-PN-00004,cum sociis natoque,D56,,cm,7,7,0,CAD,100.31,702.17,,,,,,,,,0,CA,
202497,2025,1,xvs-591,MCI,1M2,3 Lake View Avenue,Dinskaya,,45.76.435.66887.90,2024-07-03 13:35:16,2024-06-30 13:35:16,SO-038,INV-00002,INV6162,7,NFI-PN-00005,sed interdum venenatis turpis enim,H86,00jj,lb,8,8,1,RUB,58.52,468.16,,,,,,,,,0,RU,PAINT
202464,2024,11,wra-884,CARFAIR,ANN,1 Mendota Trail,Youshan,,60.31.890.75769.32,2024-06-27 13:35:16,,SO-014,INV-00002,INV3940,42,NFI-PN-00006,nulla nisl nunc,B2,88pp,ft,1,1,1,CNY,975.18,975.18,,,,,,,,,0,CN,
202436,2024,32,hui-058,ARBOC,1M2,9 International Parkway,Sevaster,,32.76.585.41191.84,2024-07-05 13:35:16,2024-07-03 13:35:16,SO-018,INV-00002,INV5152,1,NFI-PN-00007,consequat morbi a,D30,,L,9,9,0,ALL,583.42,5250.78,,100.0,,,,,,,100,AL,
202427,2025,42,bfv-884,MCI,ANN,728 Stoughton Park,Piancheng,PO0987,14.68.729.18803.18,2024-07-09 13:35:16,,SO-024,INV-00002,INV6364,88,NFI-PN-00008,morbi ut odio cras mi pede,L90,33mm,gal,5,5,1,CNY,364.77,1823.85,,,,,,,,,0,CN,
202431,2025,30,vmt-552,MCI,CWP,0 Superior Way,Shangdian,PO5432,60.86.147.38432.20,2024-07-04 13:35:16,,SO-006,INV-00002,INV8182,21,NFI-PN-00009,pretium quis lectus,F58,44ff,L,3,3,1,CNY,900.33,2700.99,,,,,,,,,0,CN,
202467,2025,46,ujn-224,ARBOC,CRK,1 Knutson Road,Chlumčany,PO5432,39.89.456.34208.02,2024-07-03 13:35:16,2024-07-02 13:35:16,SO-017,INV-00002,INV1718,36,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,A53,,pt,8,8,0,CZK,81.45,651.6,,,,,,,,,0,CZ,
