INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202435,2025,9,dnj-500,NFI,ANN,27 Blue Bill Park Alley,Malaya Dubna,,23.44.878.25449.56,2024-07-04 20:32:14,2024-06-27 20:32:14,SO-008,INV-00002,INV8990,79,NFI-PN-00001,tempor convallis nulla neque libero,G59,,oz,2,2,0,RUB,657.82,1315.64,,,,,,,,,0,RU,
202424,2025,44,kkh-517,CARFAIR,SCL,91 Meadow Valley Center,Yefremov,PO3210,22.16.978.98716.73,2024-06-25 20:32:14,2024-06-22 20:32:14,SO-029,INV-00002,INV2526,78,NFI-PN-00002,nunc proin at turpis a,D82,66zz,in,5,5,0,RUB,348.23,1741.15,,,,,,,,,0,RU,
202478,2024,1,qdl-280,NFI,CRK,14 Killdeer Circle,Tazarine,,36.93.213.73348.09,2024-07-06 20:32:14,,SO-021,INV-00002,INV6566,47,NFI-PN-00003,nunc donec quis orci eget,O93,,ft,7,7,0,MAD,871.46,6100.22,,,,,,,,,0,MA,
202431,2025,7,uyb-931,NFI,1M2,67400 Butternut Court,Charlotte,PO2345,73.74.659.99764.75,2024-06-26 20:32:14,2024-06-19 20:32:14,SO-041,INV-00002,INV9394,93,NFI-PN-00004,cum sociis natoque,V74,66dd,cm,9,9,1,USD,100.31,902.79,,,,,,,,,0,US,
202477,2025,4,zub-457,ARBOC,SCL,0 3rd Road,Chía,PO5432,42.73.530.53375.02,2024-07-03 20:32:14,2024-06-27 20:32:14,SO-040,INV-00002,INV5556,36,NFI-PN-00005,sed interdum venenatis turpis enim,E31,44xx,lb,8,8,0,COP,58.52,468.16,,,,,,,,74.0,0,CO,
202424,2025,42,txx-850,CARFAIR,1M2,06036 Bunting Point,Fengyuan,,58.76.803.14855.86,2024-07-01 20:32:14,,SO-046,INV-00002,INV9394,89,NFI-PN-00006,nulla nisl nunc,Z78,88hh,ft,10,10,0,CNY,975.18,9751.8,,,,,,,,,0,CN,VENDING
202483,2024,44,zzw-337,NFI,SCL,10 Dorton Drive,Paris La Défense,PO5678,65.27.067.22864.53,2024-07-01 20:32:14,,SO-024,INV-00002,INV6364,28,NFI-PN-00007,consequat morbi a,L64,,L,6,6,1,EUR,583.42,3500.52,,,,,,,,,0,FR,
202426,2024,21,lln-797,CARFAIR,SCL,31516 Straubel Point,Tawau,,41.19.787.75195.20,2024-07-07 20:32:14,,SO-027,INV-00002,INV8788,64,NFI-PN-00008,morbi ut odio cras mi pede,J88,44bb,gal,9,9,0,MYR,364.77,3282.93,,,,,,,,,0,MY,PAINT
202433,2025,52,tnv-287,ARBOC,ANN,36952 Forest Run Terrace,Zhongxing,PO3456,82.39.366.44573.69,2024-07-06 20:32:14,,SO-027,INV-00002,INV4950,4,NFI-PN-00009,pretium quis lectus,G33,88rr,L,10,10,1,CNY,900.33,9003.3,,,,,,,,,0,CN,
202406,2024,3,mlm-038,CARFAIR,CRK,4 Nelson Terrace,Yoshii,,04.14.964.94030.18,2024-06-25 20:32:14,2024-06-19 20:32:14,SO-047,INV-00002,INV1718,64,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,O15,11yy,pt,3,3,1,JPY,81.45,244.35,,,,,,,,,0,JP,
