INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202426,2024,43,hcc-060,ARBOC,1M1,1 Mcguire Plaza,Benito Juarez,,48.48.193.31404.62,2024-06-29 21:15:24,2024-06-24 21:15:24,SO-006,INV-00002,INV3536,20,NFI-PN-00001,tempor convallis nulla neque libero,V100,44bb,oz,6,6,1,MXN,657.82,3946.92,,,,,,,,,0,MX,
202440,2025,7,siu-491,NFI,SCL,48076 Dawn Place,Cẩm Phả Mines,PO8901,87.26.292.67327.82,2024-06-29 21:15:24,2024-06-27 21:15:24,SO-034,INV-00002,INV7778,11,NFI-PN-00002,nunc proin at turpis a,X76,,in,3,3,1,VND,348.23,1044.69,,,,,,,,,0,VN,
202478,2025,39,hko-174,CARFAIR,ANN,98953 Sugar Crossing,Munka-Ljungby,,12.59.791.74690.95,2024-07-05 21:15:24,2024-07-01 21:15:24,SO-046,INV-00002,INV2930,3,NFI-PN-00003,nunc donec quis orci eget,J88,99ss,ft,3,3,0,SEK,871.46,2614.38,,,,,,,,,0,SE,KANBAN
202440,2025,35,iwu-616,NFI,1M1,16 Jana Terrace,Huarong,PO4321,74.05.855.05853.80,2024-07-05 21:15:24,,SO-018,INV-00002,INV2122,97,NFI-PN-00004,cum sociis natoque,F32,,cm,10,10,1,CNY,100.31,1003.1,NO,,,,,,,,0,CN,
202452,2025,4,ebn-680,ARBOC,CRK,70 Summit Parkway,Honda,PO2345,87.40.270.47355.24,2024-07-05 21:15:24,2024-06-28 21:15:24,SO-021,INV-00002,INV7172,22,NFI-PN-00005,sed interdum venenatis turpis enim,L64,,lb,9,9,0,COP,58.52,526.68,,,,,,,,,0,CO,
202499,2025,1,wqw-166,MCI,CRK,931 Magdeline Alley,Pawitan,PO0987,65.00.564.06010.97,2024-07-06 21:15:24,2024-07-02 21:15:24,SO-042,INV-00002,INV5678,86,NFI-PN-00006,nulla nisl nunc,B80,33qq,ft,7,7,1,IDR,975.18,6826.26,,,,,,,,,0,ID,
202500,2025,27,luv-044,CARFAIR,1M1,0609 Ridgeview Circle,Haparanda,,53.33.192.97505.07,2024-06-29 21:15:24,,SO-042,INV-00002,INV7576,73,NFI-PN-00007,consequat morbi a,A53,66hh,L,9,9,0,SEK,583.42,5250.78,,,,,,,,,0,SE,
202484,2025,4,ohj-475,ARBOC,WPR,1936 School Place,Modderfontein,,84.39.891.19693.05,2024-06-29 21:15:24,,SO-049,INV-00002,INV9394,66,NFI-PN-00008,morbi ut odio cras mi pede,O15,,gal,6,6,1,ZAR,364.77,2188.62,,,,,,,,,0,ZA,
202499,2025,11,dji-333,NFI,1M2,6 Thierer Alley,Pacet,PO3456,56.61.168.48834.47,2024-07-02 21:15:24,2024-06-26 21:15:24,SO-018,INV-00002,INV3132,4,NFI-PN-00009,pretium quis lectus,R70,33ee,L,7,7,0,IDR,900.33,6302.31,,,,,,,,,0,ID,
202452,2024,18,csz-435,MCI,CWP,20 Mariners Cove Place,Niwiska,PO9012,26.31.878.66692.31,2024-07-01 21:15:24,2024-06-27 21:15:24,SO-024,INV-00002,INV3536,72,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,L12,,pt,7,7,0,PLN,81.45,570.15,,,,,,,,,0,PL,
