INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202462,2024,41,rrb-672,NFI,ANN,484 Mandrake Park,Uuemõisa,,32.63.481.93202.44,2024-07-08 21:49:12,,SO-024,INV-00002,INV3334,47,NFI-PN-00001,tempor convallis nulla neque libero,E5,44hh,oz,8,8,1,EUR,657.82,5262.56,,,,,,,,,0,EE,
202449,2024,26,pmh-658,CARFAIR,CWP,1335 Moose Point,Cishan,PO0987,38.20.421.63799.01,2024-06-27 21:49:12,,SO-030,INV-00002,INV7374,20,NFI-PN-00002,nunc proin at turpis a,B54,00xx,in,7,7,0,CNY,348.23,2437.61,,,,,,,,,0,CN,
202418,2025,41,mqe-024,ARBOC,CWP,27 Heath Hill,Knežica,,31.50.126.82073.63,2024-06-27 21:49:12,2024-06-24 21:49:12,SO-016,INV-00002,INV5960,44,NFI-PN-00003,nunc donec quis orci eget,D4,,ft,9,9,0,BAM,871.46,7843.14,,,,,,,,,0,BA,
202447,2025,3,txg-867,NFI,CRK,85 Susan Court,Karney Shomron,,56.87.210.88072.73,2024-07-01 21:49:12,2024-06-25 21:49:12,SO-007,INV-00002,INV8788,78,NFI-PN-00004,cum sociis natoque,O93,,cm,7,7,1,ILS,100.31,702.17,,,,,,,,,0,PS,
202464,2024,7,vef-921,NFI,SCL,1 Lighthouse Bay Terrace,Shidu,PO6543,41.97.178.45971.10,2024-06-25 21:49:12,,SO-001,INV-00002,INV7778,24,NFI-PN-00005,sed interdum venenatis turpis enim,G85,,lb,2,2,0,CNY,58.52,117.04,,,,,,,,,0,CN,KANBAN
202419,2024,21,ari-555,MCI,ANN,305 Blue Bill Park Lane,Savigny-le-Temple,,90.19.289.82571.52,2024-06-30 21:49:12,2024-06-24 21:49:12,SO-008,INV-00002,INV8788,40,NFI-PN-00006,nulla nisl nunc,O67,,ft,8,8,1,EUR,975.18,7801.44,,,,,,,,,0,FR,
202441,2025,4,zng-819,NFI,CRK,10 Division Place,Khawr Fakkān,,08.20.844.60070.03,2024-07-01 21:49:12,2024-06-29 21:49:12,SO-021,INV-00002,INV5678,14,NFI-PN-00007,consequat morbi a,J10,,L,10,10,1,AED,583.42,5834.2,,,,,,,,,0,AE,
202455,2025,10,fyl-974,NFI,CWP,879 Rusk Lane,Jilma,,57.70.901.79807.48,2024-06-25 21:49:12,2024-06-19 21:49:12,SO-013,INV-00002,INV7172,56,NFI-PN-00008,morbi ut odio cras mi pede,I9,77ee,gal,10,10,1,TND,364.77,3647.7,,,,,,,,,0,TN,
202413,2024,16,olf-022,CARFAIR,1M1,29 Springview Center,Yarmolyntsi,,24.10.567.73696.18,2024-06-28 21:49:12,2024-06-27 21:49:12,SO-001,INV-00002,INV3334,68,NFI-PN-00009,pretium quis lectus,T98,,L,3,3,0,UAH,900.33,2700.99,,,,,,,,,0,UA,
202456,2025,7,uoy-487,ARBOC,CWP,4 Clove Circle,San Isidro,,00.69.699.50476.39,2024-07-08 21:49:12,2024-07-03 21:49:12,SO-035,INV-00002,INV8788,67,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,F32,,pt,9,9,0,MXN,81.45,733.05,,,,,,,,,0,MX,
