INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202420,2024,19,jae-322,NFI,1M2,8 Claremont Parkway,Muncar,,01.37.240.54842.33,2024-07-06 20:48:16,2024-06-30 20:48:16,SO-025,INV-00002,INV3334,31,NFI-PN-00001,tempor convallis nulla neque libero,M91,11uu,oz,4,4,0,IDR,657.82,2631.28,,,,,,,,,0,ID,VENDING
202447,2024,36,fnw-274,CARFAIR,1M2,19 Ryan Lane,Wenbi,PO8765,75.71.486.16704.47,2024-07-05 20:48:16,2024-06-30 20:48:16,SO-019,INV-00002,INV7778,97,NFI-PN-00002,nunc proin at turpis a,U47,66ff,in,1,1,1,CNY,348.23,348.23,,,,,,,,,0,CN,
202493,2025,4,gcp-734,MCI,CRK,8 Ilene Circle,Tarutung,,31.36.967.54389.15,2024-07-02 20:48:16,,SO-002,INV-00002,INV99100,39,NFI-PN-00003,nunc donec quis orci eget,E5,99ww,ft,2,2,1,IDR,871.46,1742.92,,,,,,,,,0,ID,
202412,2025,7,nof-293,ARBOC,1M1,3075 8th Point,Chong’ansi,,16.20.558.85397.45,2024-07-07 20:48:16,2024-06-30 20:48:16,SO-025,INV-00002,INV5556,26,NFI-PN-00004,cum sociis natoque,K37,,cm,8,8,0,CNY,100.31,802.48,,,,,,,,,0,CN,
202481,2024,18,cpt-937,MCI,CRK,1 Fordem Parkway,Baidoa,PO6543,82.86.619.61521.86,2024-06-30 20:48:16,2024-06-24 20:48:16,SO-045,INV-00002,INV6566,19,NFI-PN-00005,sed interdum venenatis turpis enim,I61,,lb,7,7,1,SOS,58.52,409.64,,,,,,,,,0,SO,PAINT
202419,2025,44,fsk-198,ARBOC,CRK,77 Loeprich Hill,Damawato,PO6543,16.46.705.64521.40,2024-06-27 20:48:16,2024-06-24 20:48:16,SO-046,INV-00002,INV3132,30,NFI-PN-00006,nulla nisl nunc,C55,,ft,8,8,1,PHP,975.18,7801.44,,,,,,,,,0,PH,
202466,2025,39,vol-533,CARFAIR,1M2,07 Bunker Hill Point,Kapsabet,,14.88.823.77913.42,2024-06-30 20:48:16,2024-06-29 20:48:16,SO-017,INV-00002,INV3536,42,NFI-PN-00007,consequat morbi a,Q17,,L,9,9,0,KES,583.42,5250.78,,,,,,,,,0,KE,
202431,2025,49,jik-087,MCI,CWP,984 Eagle Crest Plaza,Shensuo,,40.88.480.39992.63,2024-07-07 20:48:16,2024-06-30 20:48:16,SO-047,INV-00002,INV8990,76,NFI-PN-00008,morbi ut odio cras mi pede,R70,,gal,4,4,0,CNY,364.77,1459.08,,,,,,,,,0,CN,
202425,2025,35,kyh-802,ARBOC,WPR,7520 Westport Hill,Batur Kidul,PO3210,70.53.691.85280.94,2024-06-28 20:48:16,,SO-014,INV-00002,INV1314,29,NFI-PN-00009,pretium quis lectus,D82,99qq,L,9,9,0,IDR,900.33,8102.97,,,,,,,,,0,ID,
202424,2025,13,bqs-403,ARBOC,SCL,4 Walton Park,Slavonice,,60.81.166.19402.48,2024-06-26 20:48:16,,SO-023,INV-00002,INV1920,24,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,L90,88hh,pt,6,6,0,CZK,81.45,488.7,,,,,,,,,0,CZ,
