INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202481,2025,27,sxk-658,MCI,SCL,20 Nova Drive,Osias,PO4321,08.98.212.29305.45,2024-06-25 21:03:17,2024-06-19 21:03:17,SO-012,INV-00002,INV1314,64,NFI-PN-00001,tempor convallis nulla neque libero,N92,55cc,oz,1,1,0,PHP,657.82,657.82,,,,,,,,,0,PH,PAINT
202413,2025,44,bvd-545,NFI,ANN,96 Ilene Pass,Yuci,,26.87.345.23975.29,2024-07-08 21:03:17,2024-07-04 21:03:17,SO-027,INV-00002,INV3536,28,NFI-PN-00002,nunc proin at turpis a,E31,00jj,in,5,5,1,CNY,348.23,1741.15,,,,,,,,,0,CN,
202454,2025,23,bxj-157,CARFAIR,CWP,4256 Welch Trail,Fubei,PO9876,55.42.932.55373.56,2024-07-04 21:03:17,,SO-048,INV-00002,INV4546,14,NFI-PN-00003,nunc donec quis orci eget,V74,,ft,3,3,0,CNY,871.46,2614.38,,,,,,,,,0,CN,
202403,2024,39,gwd-896,MCI,1M1,3532 Kim Court,Khanu Woralaksaburi,PO9876,24.56.096.62363.64,2024-07-05 21:03:17,2024-06-28 21:03:17,SO-015,INV-00002,INV8182,47,NFI-PN-00004,cum sociis natoque,Z78,00rr,cm,8,8,0,THB,100.31,802.48,,,,,,,,,0,TH,
202407,2024,30,leq-601,MCI,ANN,397 Manitowish Hill,Canggou,,36.83.267.39029.92,2024-07-05 21:03:17,,SO-044,INV-00002,INV5556,60,NFI-PN-00005,sed interdum venenatis turpis enim,U99,,lb,2,2,0,CNY,58.52,117.04,,,,,,,,,0,CN,
202418,2025,41,sqg-842,NFI,CRK,2781 Helena Trail,Ruzayevka,,76.19.978.91858.28,2024-07-05 21:03:17,,SO-045,INV-00002,INV8182,20,NFI-PN-00006,nulla nisl nunc,H8,,ft,4,4,1,RUB,975.18,3900.72,,,,,,,,,0,RU,
202465,2024,21,xxm-505,NFI,CRK,57 Schurz Park,Yixi,PO4321,37.23.217.40928.59,2024-06-27 21:03:17,2024-06-21 21:03:17,SO-027,INV-00002,INV3738,83,NFI-PN-00007,consequat morbi a,P16,00hh,L,9,9,1,CNY,583.42,5250.78,,,,,,,,,0,CN,
202477,2024,4,pdp-529,MCI,SCL,38 Myrtle Street,Jawornik Polski,PO7890,55.08.977.02901.65,2024-07-08 21:03:17,2024-07-05 21:03:17,SO-006,INV-00002,INV4344,48,NFI-PN-00008,morbi ut odio cras mi pede,V74,,gal,2,2,0,PLN,364.77,729.54,,,,,,,,,0,PL,PAINT
202482,2025,38,jax-051,CARFAIR,SCL,559 Mcbride Street,Donglai,PO3456,04.88.944.61191.56,2024-06-27 21:03:17,,SO-003,INV-00002,INV3536,1,NFI-PN-00009,pretium quis lectus,T72,,L,6,6,0,CNY,900.33,5401.98,,,,,,,,,0,CN,
202420,2024,44,nwa-965,ARBOC,ANN,4 Northport Place,Haimen,PO0987,03.71.151.11802.56,2024-07-05 21:03:17,2024-07-01 21:03:17,SO-008,INV-00002,INV3738,34,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,F58,,pt,3,3,1,CNY,81.45,244.35,,,,,,,,,0,CN,
