INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202455,2025,5,lon-243,ARBOC,CRK,444 Arizona Trail,Taradale,,47.82.320.34370.70,2024-07-02 21:29:10,2024-06-25 21:29:10,SO-021,INV-00002,INV2122,80,NFI-PN-00001,tempor convallis nulla neque libero,G7,,oz,10,10,0,NZD,657.82,6578.2,,,,,,,,,0,NZ,VENDING
202491,2024,45,qja-774,MCI,1M2,8577 Crownhardt Park,Barishāl,,59.06.005.99069.95,2024-07-05 21:29:11,2024-06-30 21:29:11,SO-001,INV-00002,INV8586,77,NFI-PN-00002,nunc proin at turpis a,N92,,in,4,4,1,PKR,348.23,1392.92,,,,,,,,,0,PK,
202408,2024,37,odr-243,ARBOC,ANN,1732 Del Sol Drive,Synya,,69.88.909.56254.45,2024-06-25 21:29:11,,SO-009,INV-00002,INV3334,79,NFI-PN-00003,nunc donec quis orci eget,G7,,ft,10,10,0,RUB,871.46,8714.6,YES,,,,,,,,0,RU,
202440,2025,12,iay-053,ARBOC,SCL,53 Almo Way,Piura,PO8765,93.99.864.54631.59,2024-06-27 21:29:11,2024-06-20 21:29:11,SO-006,INV-00002,INV5678,79,NFI-PN-00004,cum sociis natoque,V22,22jj,cm,1,1,0,PEN,100.31,100.31,,,,,,,,,0,PE,
202465,2025,33,vjn-762,CARFAIR,1M2,8550 Gina Junction,Cukalat,,40.87.671.71824.95,2024-06-30 21:29:11,2024-06-25 21:29:11,SO-036,INV-00002,INV7374,63,NFI-PN-00005,sed interdum venenatis turpis enim,L12,,lb,8,8,1,ALL,58.52,468.16,,,,,,,,,0,AL,VENDING
202464,2025,15,sng-919,ARBOC,CWP,1 Sachs Terrace,Kalibo (poblacion),,42.13.203.73887.87,2024-07-01 21:29:11,2024-06-29 21:29:11,SO-030,INV-00002,INV1314,31,NFI-PN-00006,nulla nisl nunc,H60,44ll,ft,5,5,0,PHP,975.18,4875.9,,,,,,,,,0,PH,
202407,2024,44,fmq-091,ARBOC,CRK,99957 John Wall Road,Dahua,PO9876,61.41.226.91214.97,2024-07-02 21:29:11,2024-06-26 21:29:11,SO-006,INV-00002,INV3334,17,NFI-PN-00007,consequat morbi a,D56,,L,8,8,1,CNY,583.42,4667.36,,,,,,,,,0,CN,
202501,2024,3,rnl-509,MCI,WPR,71870 Larry Way,Itabuna,,19.67.348.31255.74,2024-07-06 21:29:11,2024-07-02 21:29:11,SO-046,INV-00002,INV5758,87,NFI-PN-00008,morbi ut odio cras mi pede,B80,55ii,gal,9,9,1,BRL,364.77,3282.93,,,,,,,,,0,BR,
202475,2025,41,cwv-138,MCI,1M1,7547 Norway Maple Drive,Jixing,,31.89.554.65445.59,2024-06-30 21:29:11,,SO-027,INV-00002,INV4142,41,NFI-PN-00009,pretium quis lectus,U99,99kk,L,10,10,0,CNY,900.33,9003.3,,,,,,,,,0,CN,
202457,2025,39,uyy-377,NFI,ANN,5 Sunnyside Parkway,Nakhon Pathom,PO6789,83.65.020.11360.09,2024-07-06 21:29:11,2024-06-29 21:29:11,SO-011,INV-00002,INV1314,70,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,H86,22ll,pt,1,1,1,THB,81.45,81.45,,,,,,,,,0,TH,
