INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202486,2024,51,yes-810,CARFAIR,WPR,7 Browning Alley,Dublin,,11.75.923.30390.20,2024-06-23 19:04:51,2024-06-20 19:04:51,SO-011,INV-00002,INV6364,66,NFI-PN-00001,tempor convallis nulla neque libero,B54,,oz,9,9,1,EUR,194,1746.0,,,,,,,,,0,IE,
202482,2025,15,ded-697,ARBOC,ANN,34285 Hauk Center,Thung Khru,PO6543,18.90.133.05301.11,2024-06-21 19:04:51,2024-06-14 19:04:51,SO-016,INV-00002,INV2728,16,NFI-PN-00002,nunc proin at turpis a,B80,77qq,in,6,6,1,THB,348.23,2089.38,,,,,,,,,0,TH,
202422,2024,11,usd-173,ARBOC,CRK,55 Judy Plaza,Suwałki,,35.55.870.74064.31,2024-06-30 19:04:51,2024-06-25 19:04:51,SO-001,INV-00002,INV3536,48,NFI-PN-00003,nunc donec quis orci eget,J36,11ee,ft,4,4,0,PLN,871.46,3485.84,,,,,,,,,0,PL,VMI
202429,2024,38,xnm-578,ARBOC,1M2,084 Portage Plaza,San Pedro de Ycuamandiyú,PO9012,55.19.523.26946.65,2024-06-21 19:04:51,,SO-038,INV-00002,INV5152,10,NFI-PN-00004,cum sociis natoque,X50,22dd,cm,6,6,0,PYG,100.31,601.86,,,,,,,,,0,PY,VENDING
202417,2024,32,ndn-868,CARFAIR,1M1,95 Carioca Park,Pandak,,81.55.628.12088.92,2024-07-01 19:04:51,,SO-021,INV-00002,INV2122,34,NFI-PN-00005,sed interdum venenatis turpis enim,P42,,lb,3,3,0,IDR,58.52,175.56,,,,,,,,,0,ID,
202477,2025,25,uhb-965,NFI,ANN,990 Jenifer Plaza,Tangping,,10.38.743.50512.82,2024-06-23 19:04:51,2024-06-17 19:04:51,SO-039,INV-00002,INV3334,52,NFI-PN-00006,nulla nisl nunc,X50,11yy,ft,5,5,0,CNY,975.18,4875.9,,,,,,,,,0,CN,
202434,2025,34,qxy-713,MCI,CWP,742 Holy Cross Park,Jinqu,,19.66.654.13087.50,2024-06-30 19:04:51,2024-06-25 19:04:51,SO-005,INV-00002,INV2526,65,NFI-PN-00007,consequat morbi a,M91,00xx,L,6,6,1,CNY,583.42,3500.52,,,,,,,,,0,CN,
202486,2024,2,nfp-156,MCI,1M1,5421 Melvin Road,Karlstad,,09.21.846.21990.85,2024-06-26 19:04:51,2024-06-23 19:04:51,SO-028,INV-00002,INV2728,35,NFI-PN-00008,morbi ut odio cras mi pede,E83,66hh,gal,9,9,1,SEK,364.77,3282.93,,,,,,,,,0,SE,
202419,2025,49,vxw-557,NFI,CRK,2200 Lakeland Way,Naguilian,,92.47.231.64759.83,2024-06-29 19:04:51,2024-06-26 19:04:51,SO-044,INV-00002,INV1718,17,NFI-PN-00009,pretium quis lectus,B2,22dd,L,10,10,1,PHP,900.33,9003.3,,,,,,,,,0,PH,
202447,2024,37,soh-403,NFI,SCL,34050 Debs Drive,Lalauigan,,15.47.112.53050.86,2024-06-22 19:04:51,2024-06-20 19:04:51,SO-010,INV-00002,INV9394,92,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,C29,00xx,pt,9,9,0,PHP,81.45,733.05,,,,,,,,,0,PH,
