INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202424,2025,29,fsa-883,MCI,WPR,5560 Nancy Street,Asykata,PO4321,03.40.438.09226.40,2024-07-06 23:23:15,,SO-032,INV-00002,INV99100,67,NFI-PN-00001,tempor convallis nulla neque libero,G7,77ee,oz,4,4,0,KZT,657.82,2631.28,,,,,,,,,0,KZ,
202482,2024,33,lyt-935,CARFAIR,ANN,94 Mesta Junction,Wolong,,71.24.781.56937.81,2024-07-02 23:23:16,,SO-033,INV-00002,INV8182,97,NFI-PN-00002,nunc proin at turpis a,R18,55oo,in,4,4,0,CNY,348.23,1392.92,,,,,,,,,0,CN,
202468,2025,29,yio-019,NFI,WPR,3 Luster Drive,Cintra,PO0987,95.76.830.01297.78,2024-06-28 23:23:16,2024-06-23 23:23:16,SO-036,INV-00002,INV3738,30,NFI-PN-00003,nunc donec quis orci eget,S97,,ft,5,5,0,ARS,871.46,4357.3,,,,,,,,,0,AR,
202471,2024,50,oul-810,MCI,ANN,21109 Drewry Junction,Helvecia,,55.57.367.02617.49,2024-06-28 23:23:16,2024-06-26 23:23:16,SO-040,INV-00002,INV1718,12,NFI-PN-00004,cum sociis natoque,B2,99qq,cm,6,6,1,ARS,100.31,601.86,,,,,,,,,0,AR,
202495,2024,11,hgd-783,NFI,ANN,1318 Sloan Hill,Zhangshi,,76.03.294.64687.18,2024-06-29 23:23:16,2024-06-24 23:23:16,SO-003,INV-00002,INV1920,58,NFI-PN-00005,sed interdum venenatis turpis enim,O15,77uu,lb,4,4,0,CNY,58.52,234.08,,,,,,,,,0,CN,
202440,2025,51,wgp-129,CARFAIR,ANN,03 Longview Drive,Emiliano Zapata,PO8765,42.31.404.96451.41,2024-06-28 23:23:16,,SO-010,INV-00002,INV3132,55,NFI-PN-00006,nulla nisl nunc,P94,77ii,ft,6,6,1,MXN,975.18,5851.08,,,,,,,,,0,MX,
202413,2025,18,fvj-692,MCI,1M1,1507 Thackeray Lane,Kuantan,,01.98.580.78474.11,2024-07-04 23:23:16,2024-06-27 23:23:16,SO-044,INV-00002,INV6566,51,NFI-PN-00007,consequat morbi a,J88,00dd,L,9,9,1,MYR,583.42,5250.78,,,,,,,,,0,MY,
202422,2024,1,ugk-843,MCI,ANN,205 Charing Cross Circle,Bei,PO0987,36.54.040.86249.69,2024-06-30 23:23:16,,SO-023,INV-00002,INV7172,40,NFI-PN-00008,morbi ut odio cras mi pede,T98,,gal,1,1,0,IDR,364.77,364.77,,,,,,,,,0,ID,VENDING
202418,2025,23,djd-273,NFI,1M2,4 Brown Center,Dihtyari,,20.23.332.58548.91,2024-07-06 23:23:16,,SO-001,INV-00002,INV9101,81,NFI-PN-00009,pretium quis lectus,D30,88vv,L,7,7,1,UAH,900.33,6302.31,,,,,,,,,0,UA,
202455,2024,39,otp-760,NFI,SCL,3756 Kinsman Crossing,Macheng,PO9876,41.70.270.78147.96,2024-07-02 23:23:16,2024-06-26 23:23:16,SO-028,INV-00002,INV1314,94,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,H8,,pt,8,8,0,CNY,81.45,651.6,,,,,,,,,0,CN,
