INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202454,2024,45,nff-324,MCI,WPR,9470 Center Alley,Jembangan,,37.13.881.34672.11,2024-07-08 13:16:14,,SO-001,INV-00002,INV6364,21,NFI-PN-00001,tempor convallis nulla neque libero,K89,55oo,oz,8,8,1,IDR,657.82,5262.56,,,,,,,,,0,ID,
202471,2025,48,tcn-386,ARBOC,WPR,8 Veith Circle,Dagushan,,36.61.673.80282.89,2024-07-06 13:16:14,2024-07-03 13:16:14,SO-021,INV-00002,INV4142,87,NFI-PN-00002,nunc proin at turpis a,Q17,33cc,in,2,2,0,CNY,348.23,696.46,,,,,,,,,0,CN,
202454,2025,22,jxt-137,MCI,CRK,946 Kipling Way,Shuangpengxi,,30.56.827.02409.28,2024-06-28 13:16:14,2024-06-25 13:16:14,SO-036,INV-00002,INV5758,71,NFI-PN-00003,nunc donec quis orci eget,O93,,ft,5,5,1,CNY,871.46,4357.3,,,,,,,,,0,CN,VMI
202416,2024,17,dls-498,MCI,SCL,7 Sommers Park,San Luis,PO3456,89.35.837.20429.60,2024-07-02 13:16:14,,SO-046,INV-00002,INV1314,9,NFI-PN-00004,cum sociis natoque,T46,,cm,10,10,0,PHP,100.31,1003.1,,,,,,,,,0,PH,
202453,2025,27,hwe-594,MCI,1M2,44605 Homewood Circle,Huangtudian,,32.41.074.32624.57,2024-07-09 13:16:14,,SO-050,INV-00002,INV8384,97,NFI-PN-00005,sed interdum venenatis turpis enim,O41,22bb,lb,3,3,1,CNY,58.52,175.56,,,,,,54.0,,,0,CN,VENDING
202458,2024,49,jgc-536,NFI,1M2,74457 Mallard Terrace,Dadiharja,,32.68.718.71310.07,2024-07-03 13:16:14,2024-07-01 13:16:14,SO-044,INV-00002,INV8182,55,NFI-PN-00006,nulla nisl nunc,U47,33gg,ft,10,10,0,IDR,975.18,9751.8,,,,,,,,,0,ID,
202470,2025,20,hqc-193,NFI,CRK,69044 Tennyson Trail,Kurunegala,PO8901,73.36.644.24267.44,2024-06-28 13:16:14,2024-06-27 13:16:14,SO-034,INV-00002,INV2930,53,NFI-PN-00007,consequat morbi a,Z52,,L,6,6,0,LKR,583.42,3500.52,,,,,,,,,0,LK,
202433,2024,52,zlr-337,MCI,1M1,5 Vernon Terrace,Jacaraú,PO8765,81.95.030.10868.09,2024-07-05 13:16:14,2024-07-02 13:16:14,SO-030,INV-00002,INV99100,12,NFI-PN-00008,morbi ut odio cras mi pede,Y25,,gal,4,4,1,BRL,2,8.0,,,,,,,,,0,BR,
202477,2025,25,mai-441,ARBOC,CRK,33 Artisan Way,Ainaro,,57.86.156.59829.38,2024-07-06 13:16:14,2024-06-29 13:16:14,SO-024,INV-00002,INV99100,41,NFI-PN-00009,pretium quis lectus,T98,11aa,L,8,8,0,USD,900.33,7202.64,,,,,,,,,0,TL,
202451,2025,15,yyx-099,NFI,1M2,7 Morrow Junction,Uchaly,PO4321,31.64.153.55523.88,2024-06-27 13:16:14,,SO-012,INV-00002,INV2930,77,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,R18,,pt,1,1,0,RUB,81.45,81.45,,,,,,,,,0,RU,VENDING
