INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202435,2024,45,ejb-674,MCI,SCL,20242 Dovetail Crossing,Omaha,PO8765,32.68.411.18127.23,2024-07-04 20:49:17,,SO-049,INV-00002,INV5152,18,NFI-PN-00001,tempor convallis nulla neque libero,V48,,oz,10,10,1,USD,657.82,6578.2,,,,,,,,,0,US,VMI
202406,2024,36,aix-651,NFI,WPR,6 Scott Plaza,Muyaka,,26.91.312.30329.94,2024-06-26 20:49:17,2024-06-19 20:49:17,SO-003,INV-00002,INV7576,18,NFI-PN-00002,nunc proin at turpis a,W23,,in,6,6,1,IDR,103,618.0,,,,,,,,,0,ID,
202459,2024,30,erw-534,CARFAIR,1M1,11 Forster Park,Saint-Louis du Nord,,92.91.926.36161.91,2024-07-07 20:49:17,2024-07-02 20:49:17,SO-023,INV-00002,INV9101,17,NFI-PN-00003,nunc donec quis orci eget,H8,,ft,2,2,0,HTG,871.46,1742.92,,,,,,,,,0,HT,PAINT
202479,2025,16,pyv-648,CARFAIR,CWP,0309 Waywood Center,Talisay,,34.07.730.33359.89,2024-06-28 20:49:17,2024-06-21 20:49:17,SO-006,INV-00002,INV9101,18,NFI-PN-00004,cum sociis natoque,P16,22bb,cm,10,10,1,PHP,100.31,1003.1,,,,,,,,,0,PH,
202458,2025,38,qaq-565,MCI,CWP,173 Pawling Alley,El Realejo,PO4321,16.36.029.39109.94,2024-07-07 20:49:17,2024-07-06 20:49:17,SO-042,INV-00002,INV5152,5,NFI-PN-00005,sed interdum venenatis turpis enim,R18,,lb,7,7,0,NIO,58.52,409.64,,,,,,,,,0,NI,
202496,2024,12,ujj-216,NFI,SCL,313 Vernon Drive,Paris 07,PO6543,13.28.051.33571.98,2024-07-02 20:49:17,2024-06-26 20:49:17,SO-013,INV-00002,INV2930,62,NFI-PN-00006,nulla nisl nunc,L90,,ft,2,2,0,EUR,975.18,1950.36,,,,,,,,,0,FR,
202402,2025,29,sad-392,MCI,1M2,06 Granby Street,Jatake,PO6543,80.71.255.66603.11,2024-06-28 20:49:17,,SO-039,INV-00002,INV6162,76,NFI-PN-00007,consequat morbi a,J88,,L,1,1,0,IDR,583.42,583.42,,,,,,,,,0,ID,
202442,2024,13,pfj-549,NFI,1M2,7221 Katie Circle,Calimete,PO4321,25.44.681.08255.90,2024-07-07 20:49:17,2024-07-04 20:49:17,SO-026,INV-00002,INV9596,80,NFI-PN-00008,morbi ut odio cras mi pede,X76,,gal,4,4,0,CUP,364.77,1459.08,,,,,,,,,0,CU,
202421,2025,51,weu-313,ARBOC,1M1,90252 Melrose Park,Jiguan,PO6789,48.41.987.97727.28,2024-07-04 20:49:17,,SO-050,INV-00002,INV2930,4,NFI-PN-00009,pretium quis lectus,E5,,L,6,6,1,CNY,900.33,5401.98,,,,,,,,,0,CN,
202444,2025,21,ywb-778,NFI,CWP,968 Manley Crossing,Kraczkowa,,33.35.584.63348.74,2024-06-29 20:49:17,,SO-014,INV-00002,INV5758,60,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,C29,,pt,5,5,1,PLN,81.45,407.25,,,,,,,,,0,PL,
