INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202490,2025,33,xml-474,MCI,SCL,503 Monica Point,Banaran,,55.33.603.62658.78,2024-06-25 23:01:13,,SO-023,INV-00002,INV5678,13,NFI-PN-00001,tempor convallis nulla neque libero,C3,,oz,8,8,1,IDR,657.82,5262.56,,,,,,,,,0,ID,
202421,2024,49,clv-229,MCI,WPR,95 Westridge Way,Al Majāridah,,74.59.777.76943.65,2024-06-25 23:01:13,,SO-008,INV-00002,INV4950,55,NFI-PN-00002,nunc proin at turpis a,Q69,,in,8,8,0,SAR,348.23,2785.84,,,,,,,,,0,SA,
202474,2024,3,qwd-271,NFI,WPR,45655 Welch Way,Xiangtan,PO6543,00.22.258.73036.19,2024-07-06 23:01:13,,SO-008,INV-00002,INV6162,4,NFI-PN-00003,nunc donec quis orci eget,N40,66zz,ft,7,7,0,CNY,871.46,6100.22,,,7.0,,,44.0,,,0,CN,
202478,2024,42,bhs-289,MCI,SCL,8700 Meadow Valley Alley,Fangtian,,89.04.098.30702.30,2024-06-30 23:01:13,,SO-031,INV-00002,INV2930,17,NFI-PN-00004,cum sociis natoque,B80,44bb,cm,2,2,0,CNY,100.31,200.62,,,,,,,,,0,CN,
202466,2024,51,kql-469,NFI,SCL,07 Express Circle,Burns Lake,PO6543,91.81.234.50113.54,2024-06-26 23:01:13,,SO-007,INV-00002,INV7374,89,NFI-PN-00005,sed interdum venenatis turpis enim,G85,,lb,9,9,1,CAD,58.52,526.68,,,,,,,,,0,CA,
202433,2025,44,yle-305,ARBOC,ANN,367 Raven Terrace,Marathon,,75.35.121.28369.73,2024-06-29 23:01:13,,SO-026,INV-00002,INV3132,88,NFI-PN-00006,nulla nisl nunc,U99,44hh,ft,3,3,1,CAD,975.18,2925.54,,,,79.0,,,,,0,CA,VMI
202406,2025,20,ulo-082,ARBOC,1M2,04197 Dayton Point,Guzhan,PO0987,85.00.625.35754.10,2024-07-03 23:01:13,2024-07-02 23:01:13,SO-033,INV-00002,INV4142,41,NFI-PN-00007,consequat morbi a,N14,,L,3,3,0,CNY,583.42,1750.26,,,,,,,,,0,CN,
202492,2024,3,nzv-176,NFI,ANN,9 Bay Alley,Tayabamba,PO6543,26.16.178.65416.84,2024-07-04 23:01:13,2024-06-30 23:01:13,SO-038,INV-00002,INV3334,36,NFI-PN-00008,morbi ut odio cras mi pede,M13,11yy,gal,5,5,0,PEN,364.77,1823.85,,,,,,,,,0,PE,
202493,2024,1,uxi-456,NFI,1M1,167 Crowley Park,Shuihu,,62.73.617.62789.73,2024-06-26 23:01:13,2024-06-24 23:01:13,SO-032,INV-00002,INV5354,59,NFI-PN-00009,pretium quis lectus,L12,11oo,L,9,9,1,CNY,900.33,8102.97,,,,,,,,,0,CN,
202504,2025,14,hmj-590,CARFAIR,1M1,94 Lawn Crossing,Atlanta,PO6543,38.34.272.39553.56,2024-06-30 23:01:13,,SO-023,INV-00002,INV9192,79,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,C29,,pt,4,4,0,USD,81.45,325.8,,,,,,,,,0,US,
