INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202431,2024,25,aeb-018,NFI,CWP,747 Ridgeway Drive,Souto,PO4567,70.42.208.53068.22,2024-06-26 21:59:17,2024-06-20 21:59:17,SO-022,INV-00002,INV3738,8,NFI-PN-00001,tempor convallis nulla neque libero,N92,88jj,oz,6,6,0,EUR,657.82,3946.92,,,,,,,,,0,PT,VENDING
202468,2025,13,hqw-079,ARBOC,1M1,66844 Sutherland Lane,San Javier,PO0987,20.90.816.69500.51,2024-06-26 21:59:17,2024-06-19 21:59:17,SO-017,INV-00002,INV8990,100,NFI-PN-00002,nunc proin at turpis a,U73,33ww,in,7,7,1,ARS,348.23,2437.61,,,,,,,,,0,AR,
202484,2024,34,bfu-104,CARFAIR,CRK,3825 Marcy Trail,Kolobolon,PO6543,25.61.559.38344.68,2024-06-30 21:59:17,2024-06-25 21:59:17,SO-040,INV-00002,INV2324,80,NFI-PN-00003,nunc donec quis orci eget,V100,55mm,ft,6,6,0,IDR,871.46,5228.76,,,,,,,,,0,ID,
202414,2025,35,dfb-912,MCI,1M2,7 Duke Court,Santo Tomas,PO3456,53.08.879.46760.29,2024-06-24 21:59:17,,SO-026,INV-00002,INV7374,85,NFI-PN-00004,cum sociis natoque,R70,88pp,cm,5,5,1,PHP,100.31,501.55,NO,,,,,,,,0,PH,
202455,2025,41,bqs-080,CARFAIR,ANN,2 Claremont Hill,Ōfunato,,52.62.681.74827.90,2024-06-30 21:59:17,,SO-028,INV-00002,INV9596,16,NFI-PN-00005,sed interdum venenatis turpis enim,X76,77ii,lb,10,10,1,JPY,58.52,585.2,,,,,,,,,0,JP,
202455,2024,28,ose-671,MCI,SCL,4067 Mitchell Road,Wengtian,PO4321,89.40.372.83025.46,2024-07-07 21:59:17,,SO-022,INV-00002,INV2930,1,NFI-PN-00006,nulla nisl nunc,T98,00hh,ft,2,2,1,CNY,975.18,1950.36,,,,,,,,,0,CN,
202469,2024,9,dxq-406,CARFAIR,CRK,22 Mosinee Park,Ōtsuki,,51.45.268.63928.92,2024-06-26 21:59:17,,SO-021,INV-00002,INV2324,100,NFI-PN-00007,consequat morbi a,K37,11kk,L,2,2,0,JPY,583.42,1166.84,,,,,,,,,0,JP,VMI
202498,2025,6,mqg-239,CARFAIR,SCL,1 Barby Parkway,Junchuan,PO6543,46.49.934.89005.65,2024-06-25 21:59:17,,SO-021,INV-00002,INV3738,92,NFI-PN-00008,morbi ut odio cras mi pede,P42,,gal,2,2,0,CNY,76,152.0,,,,,,,,,0,CN,
202489,2025,33,muu-195,ARBOC,WPR,47443 Browning Point,Huangshi,,06.41.839.89976.60,2024-06-30 21:59:17,2024-06-23 21:59:17,SO-027,INV-00002,INV4344,58,NFI-PN-00009,pretium quis lectus,V74,77aa,L,4,4,0,CNY,900.33,3601.32,,,,,,,,,0,CN,
202472,2024,12,meq-439,NFI,1M1,925 Crownhardt Drive,Tual,PO4321,43.11.828.57209.75,2024-06-25 21:59:17,2024-06-21 21:59:17,SO-012,INV-00002,INV5678,93,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,S19,,pt,10,10,1,IDR,81.45,814.5,,,,,,,,,0,ID,
