INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202476,2025,17,dgv-421,MCI,SCL,9 Golf View Crossing,Dzyatlava,PO6543,46.47.171.52861.80,2024-07-06 22:18:16,,SO-011,INV-00002,INV2526,13,NFI-PN-00001,tempor convallis nulla neque libero,C81,00ll,oz,3,3,1,BYR,657.82,1973.46,,,,,,,,,0,BY,
202410,2025,1,rlv-449,CARFAIR,1M2,20 Ridge Oak Crossing,Ershilipu,,54.21.054.56264.15,2024-07-02 22:18:16,2024-06-28 22:18:16,SO-049,INV-00002,INV99100,11,NFI-PN-00002,nunc proin at turpis a,V74,66hh,in,1,1,0,CNY,348.23,348.23,,,,,,,,,0,CN,
202499,2025,17,qsf-336,ARBOC,WPR,7 School Road,Tsybli,,87.86.262.84520.95,2024-06-25 22:18:16,2024-06-18 22:18:16,SO-023,INV-00002,INV9798,2,NFI-PN-00003,nunc donec quis orci eget,A27,88jj,ft,1,1,0,UAH,871.46,871.46,,,,,,,,,0,UA,
202475,2024,14,xkb-527,ARBOC,CRK,88 Lake View Drive,Cambebba,PO3456,07.73.851.80408.55,2024-06-28 22:18:16,,SO-017,INV-00002,INV9394,24,NFI-PN-00004,cum sociis natoque,M39,44bb,cm,10,10,1,BRL,100.31,1003.1,,,,,,,,,0,BR,
202439,2024,35,dor-620,NFI,WPR,309 Del Mar Parkway,Le Bourget-du-Lac,,59.02.495.50596.05,2024-06-26 22:18:16,,SO-006,INV-00002,INV99100,69,NFI-PN-00005,sed interdum venenatis turpis enim,F58,,lb,5,5,0,EUR,58.52,292.6,,,,,,,,,0,FR,
202429,2025,5,rqf-425,ARBOC,CWP,301 8th Court,Souq Larb’a al Gharb,,67.98.221.29388.43,2024-06-27 22:18:16,2024-06-24 22:18:16,SO-035,INV-00002,INV7374,35,NFI-PN-00006,nulla nisl nunc,W49,11kk,ft,7,7,0,MAD,975.18,6826.26,,,,,,,,,0,MA,KANBAN
202431,2024,5,rsp-927,ARBOC,1M2,568 Pierstorff Crossing,Sungi Liput,PO6543,82.42.149.37750.28,2024-06-27 22:18:16,2024-06-23 22:18:16,SO-009,INV-00002,INV2324,79,NFI-PN-00007,consequat morbi a,X76,,L,3,3,0,IDR,583.42,1750.26,,,,,,,,49.0,0,ID,
202404,2024,36,jfb-533,CARFAIR,1M2,0 Golden Leaf Road,Shahe,,37.04.600.47281.37,2024-07-01 22:18:16,,SO-048,INV-00002,INV5960,98,NFI-PN-00008,morbi ut odio cras mi pede,L90,55yy,gal,4,4,0,CNY,364.77,1459.08,,,,,,,,,0,CN,
202461,2025,10,ahi-272,NFI,SCL,7 Mcguire Alley,Dongjiao,,29.37.186.92772.21,2024-06-25 22:18:16,2024-06-18 22:18:16,SO-013,INV-00002,INV7374,83,NFI-PN-00009,pretium quis lectus,J62,00rr,L,8,8,0,CNY,175,1400.0,,,,,,,,,0,CN,
202485,2025,34,ejl-976,MCI,CWP,007 Bunting Street,Çepan,,99.29.704.17740.45,2024-06-26 22:18:16,,SO-015,INV-00002,INV7778,1,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,H86,44ff,pt,6,6,1,ALL,81.45,488.7,,,,,,,,,0,AL,
