INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202462,2025,50,vhn-879,ARBOC,WPR,0516 Del Sol Alley,Tulle,,89.43.875.50054.18,2024-07-06 13:04:11,,SO-006,INV-00002,INV4546,86,NFI-PN-00001,tempor convallis nulla neque libero,O41,,oz,5,5,1,EUR,657.82,3289.1,YES,,,,,,,,0,FR,VMI
202475,2025,17,pho-288,MCI,WPR,9 Fremont Road,Piltown,PO6789,93.75.666.74534.44,2024-07-07 13:04:11,,SO-021,INV-00002,INV3536,96,NFI-PN-00002,nunc proin at turpis a,E5,,in,5,5,0,EUR,348.23,1741.15,,,,75.0,,,,,0,IE,
202411,2025,16,wdi-845,ARBOC,SCL,1122 Stephen Plaza,Lagangilang,,40.79.423.90079.73,2024-07-04 13:04:11,,SO-003,INV-00002,INV1516,49,NFI-PN-00003,nunc donec quis orci eget,F58,44xx,ft,7,7,0,PHP,871.46,6100.22,,,,,,,,,0,PH,
202478,2025,48,mmu-803,ARBOC,CWP,7 Kedzie Point,Ferapontovo,PO8765,26.18.052.43965.97,2024-06-28 13:04:11,,SO-010,INV-00002,INV6970,45,NFI-PN-00004,cum sociis natoque,D56,,cm,2,2,1,RUB,100.31,200.62,,,,,,,,,0,RU,PAINT
202469,2024,35,svd-471,ARBOC,CWP,0249 Express Court,Palana,PO6543,23.94.021.54226.37,2024-07-04 13:04:11,,SO-021,INV-00002,INV1516,45,NFI-PN-00005,sed interdum venenatis turpis enim,I35,77gg,lb,2,2,0,RUB,58.52,117.04,,,,,,,,,0,RU,
202466,2024,33,ods-005,ARBOC,WPR,5 Blue Bill Park Street,Ribeirão,,98.51.348.74885.74,2024-07-09 13:04:11,2024-07-05 13:04:11,SO-002,INV-00002,INV5556,57,NFI-PN-00006,nulla nisl nunc,K37,,ft,9,9,0,EUR,975.18,8776.62,,,,,,,,,0,PT,KANBAN
202421,2024,31,ovj-798,MCI,1M2,8 Eastlawn Drive,Kudusan,,74.84.944.65318.19,2024-06-29 13:04:11,2024-06-27 13:04:11,SO-012,INV-00002,INV7980,67,NFI-PN-00007,consequat morbi a,U73,44bb,L,10,10,1,IDR,583.42,5834.2,,,,,,,,,0,ID,VENDING
202501,2025,17,cbg-509,MCI,SCL,05895 Farwell Avenue,Pakemitan,,73.98.242.27736.89,2024-06-29 13:04:11,2024-06-27 13:04:11,SO-030,INV-00002,INV5152,88,NFI-PN-00008,morbi ut odio cras mi pede,E83,66jj,gal,8,8,0,IDR,364.77,2918.16,,,,,,,,,0,ID,
202493,2024,21,fgn-207,NFI,1M2,1244 Mandrake Pass,Zlataritsa,,91.16.328.11173.01,2024-07-08 13:04:11,2024-07-05 13:04:11,SO-022,INV-00002,INV7172,61,NFI-PN-00009,pretium quis lectus,D30,88zz,L,9,9,0,BGN,900.33,8102.97,,,,,,,,,0,BG,PAINT
202447,2024,44,fqm-698,ARBOC,ANN,11599 Kedzie Street,Łubnice,PO0987,59.98.130.66740.19,2024-06-27 13:04:11,2024-06-21 13:04:11,SO-008,INV-00002,INV4748,95,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,Y51,66jj,pt,1,1,0,PLN,81.45,81.45,,,,,,,,,0,PL,
