INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202497,2024,24,bsu-172,ARBOC,SCL,28108 Vernon Avenue,Medenychi,PO4321,83.18.860.60394.42,2024-07-04 20:45:19,,SO-046,INV-00002,INV7374,11,NFI-PN-00001,tempor convallis nulla neque libero,T72,,oz,5,5,0,UAH,657.82,3289.1,,,,,,,,,0,UA,
202474,2025,33,kju-792,MCI,1M1,1571 Moland Junction,Sikur,PO4321,49.43.640.28261.46,2024-06-28 20:45:19,2024-06-21 20:45:19,SO-018,INV-00002,INV3536,75,NFI-PN-00002,nunc proin at turpis a,N14,,in,8,8,0,IDR,348.23,2785.84,,,,,,,,,0,ID,
202488,2024,32,bdc-169,NFI,ANN,6592 Ryan Street,Buzuluk,,21.63.726.74468.75,2024-07-02 20:45:19,2024-06-27 20:45:19,SO-029,INV-00002,INV6768,62,NFI-PN-00003,nunc donec quis orci eget,L12,,ft,6,6,0,RUB,871.46,5228.76,,,,,,,,,0,RU,
202423,2025,19,mfe-327,NFI,WPR,9 Summit Circle,Kokopo,PO6543,11.04.099.44823.65,2024-07-06 20:45:19,2024-07-04 20:45:19,SO-021,INV-00002,INV2324,98,NFI-PN-00004,cum sociis natoque,H60,55ww,cm,9,9,1,PGK,100.31,902.79,,,,,,,,,0,PG,
202502,2025,13,rcf-088,NFI,ANN,93343 Havey Alley,Tubualá,PO5678,40.46.922.47087.07,2024-07-02 20:45:19,,SO-010,INV-00002,INV9192,58,NFI-PN-00005,sed interdum venenatis turpis enim,B80,,lb,9,9,1,PAB,58.52,526.68,,,,,,,,,0,PA,KANBAN
202437,2024,27,xwm-460,CARFAIR,SCL,10584 Westerfield Crossing,Dachang,,01.68.235.92965.04,2024-07-06 20:45:19,,SO-043,INV-00002,INV9596,57,NFI-PN-00006,nulla nisl nunc,F32,,ft,4,4,1,CNY,975.18,3900.72,,,,,,,,,0,CN,
202460,2024,6,rqk-414,CARFAIR,ANN,176 Milwaukee Circle,Gračec,PO5678,36.64.141.16268.82,2024-07-05 20:45:19,,SO-004,INV-00002,INV3940,82,NFI-PN-00007,consequat morbi a,L12,,L,9,9,1,HRK,583.42,5250.78,,,,,,,,,0,HR,PAINT
202496,2024,22,eyo-809,CARFAIR,1M2,3 Rieder Terrace,Pakisaji,,08.81.293.09402.78,2024-07-04 20:45:19,,SO-013,INV-00002,INV1314,99,NFI-PN-00008,morbi ut odio cras mi pede,U73,,gal,10,10,1,IDR,364.77,3647.7,,,,,,,,,0,ID,
202460,2024,18,hbc-608,ARBOC,1M2,35 Westridge Court,Stoczek Łukowski,PO9876,23.52.077.76155.46,2024-07-06 20:45:19,,SO-008,INV-00002,INV4142,75,NFI-PN-00009,pretium quis lectus,O93,44nn,L,8,8,0,PLN,900.33,7202.64,,,,,,,,,0,PL,
202440,2025,2,ync-785,NFI,1M2,1239 Linden Street,Skelleftehamn,,18.81.956.58207.98,2024-07-05 20:45:19,,SO-011,INV-00002,INV9192,56,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,L64,44bb,pt,10,10,1,SEK,81.45,814.5,,,,,,,,,0,SE,
