INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202476,2025,41,jbf-440,CARFAIR,ANN,6643 Warrior Park,Selnica,PO8765,17.53.471.69673.72,2024-07-05 21:44:14,2024-07-04 21:44:14,SO-032,INV-00002,INV6768,38,NFI-PN-00001,tempor convallis nulla neque libero,R44,,oz,7,7,0,HRK,657.82,4604.74,,,,,,,,,0,HR,
202403,2024,30,vaa-032,NFI,CWP,1 Straubel Drive,Ciawi,,83.04.402.37974.65,2024-07-01 21:44:14,2024-06-26 21:44:14,SO-047,INV-00002,INV3132,100,NFI-PN-00002,nunc proin at turpis a,J36,,in,9,9,0,IDR,348.23,3134.07,,15.0,,,,,,,15,ID,VMI
202413,2025,31,mnf-548,ARBOC,WPR,561 Kedzie Pass,Akráta,,64.81.931.55129.65,2024-06-26 21:44:14,2024-06-21 21:44:14,SO-024,INV-00002,INV6768,93,NFI-PN-00003,nunc donec quis orci eget,K63,22ll,ft,7,7,1,EUR,871.46,6100.22,,,,,,,,,0,GR,
202479,2024,11,enu-479,NFI,1M1,545 Amoth Parkway,Haoyi,,27.44.182.96727.49,2024-06-24 21:44:14,2024-06-21 21:44:14,SO-040,INV-00002,INV5758,1,NFI-PN-00004,cum sociis natoque,M65,,cm,8,8,1,CNY,100.31,802.48,,,,,,,,,0,CN,
202501,2025,39,jnk-048,NFI,WPR,71 Randy Parkway,Qarqania,,13.35.932.37797.66,2024-06-27 21:44:14,,SO-022,INV-00002,INV1234,59,NFI-PN-00005,sed interdum venenatis turpis enim,M39,55mm,lb,5,5,1,SYP,58.52,292.6,,,,,,,,,0,SY,PAINT
202425,2025,15,vbo-256,ARBOC,1M2,38 Little Fleur Junction,Tacheng,,80.92.332.24400.18,2024-07-01 21:44:14,2024-06-25 21:44:14,SO-050,INV-00002,INV8586,54,NFI-PN-00006,nulla nisl nunc,A27,22jj,ft,2,2,1,CNY,975.18,1950.36,,,,,,,,,0,CN,
202460,2025,49,luo-554,CARFAIR,WPR,5 Starling Point,Baiyinnuole,,47.16.870.72107.85,2024-07-02 21:44:14,2024-06-29 21:44:14,SO-042,INV-00002,INV6162,2,NFI-PN-00007,consequat morbi a,M39,44dd,L,5,5,1,CNY,583.42,2917.1,,,,,,,,,0,CN,
202402,2024,39,cpj-444,ARBOC,WPR,6 Oakridge Hill,Qingshu,PO7890,40.44.229.24667.02,2024-07-02 21:44:14,2024-06-25 21:44:14,SO-018,INV-00002,INV4748,9,NFI-PN-00008,morbi ut odio cras mi pede,N66,,gal,8,8,1,CNY,364.77,2918.16,,,,,,,,,0,CN,
202478,2025,4,ata-651,CARFAIR,WPR,760 Pond Junction,Smilavichy,PO0987,51.78.008.25342.22,2024-06-25 21:44:14,,SO-046,INV-00002,INV8990,72,NFI-PN-00009,pretium quis lectus,D30,,L,9,9,0,BYR,900.33,8102.97,,,,,,,,,0,BY,
202455,2024,14,mzw-148,MCI,SCL,97 Fisk Trail,Łęki,,95.46.603.95549.73,2024-06-26 21:44:14,,SO-019,INV-00002,INV4748,99,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,E83,66xx,pt,10,10,0,PLN,81.45,814.5,,,,,,,,,0,PL,
