INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202485,2025,8,qmg-647,NFI,WPR,5315 Cherokee Street,Zaragoza,,09.78.024.86968.69,2024-07-03 22:58:09,,SO-007,INV-00002,INV2728,97,NFI-PN-00001,tempor convallis nulla neque libero,C3,33aa,oz,8,8,0,GTQ,657.82,5262.56,,,,,,,,,0,GT,VMI
202461,2024,49,ecm-209,NFI,1M2,304 Dexter Circle,Stefanavíkion,PO2109,10.18.154.28485.89,2024-06-26 22:58:09,2024-06-21 22:58:09,SO-050,INV-00002,INV5152,88,NFI-PN-00002,nunc proin at turpis a,O41,,in,9,9,0,EUR,348.23,3134.07,,,,,,,,,0,GR,KANBAN
202472,2024,21,wxd-060,CARFAIR,CWP,0256 Welch Avenue,Libochovice,,29.09.408.50478.09,2024-07-03 22:58:09,2024-07-01 22:58:09,SO-017,INV-00002,INV4142,5,NFI-PN-00003,nunc donec quis orci eget,K63,22dd,ft,6,6,1,CZK,871.46,5228.76,,,,,,,,,0,CZ,
202428,2025,22,vsg-738,ARBOC,WPR,9339 Huxley Crossing,Dodoma,PO6543,94.92.249.65146.45,2024-07-02 22:58:09,,SO-025,INV-00002,INV1234,33,NFI-PN-00004,cum sociis natoque,D30,44xx,cm,2,2,1,TZS,100.31,200.62,,,,,,100.0,,,0,TZ,
202490,2024,25,ljr-629,CARFAIR,1M1,5499 Tomscot Alley,Hörby,PO4321,86.18.790.32730.65,2024-06-28 22:58:09,,SO-011,INV-00002,INV6768,73,NFI-PN-00005,sed interdum venenatis turpis enim,B80,66hh,lb,2,2,0,SEK,58.52,117.04,,,,,,,,,0,SE,
202402,2024,38,xmv-221,CARFAIR,WPR,3147 Sage Way,Kuala Lumpur,,11.16.366.65961.67,2024-06-29 22:58:09,2024-06-23 22:58:09,SO-023,INV-00002,INV8182,26,NFI-PN-00006,nulla nisl nunc,F6,,ft,1,1,1,MYR,975.18,975.18,,,,,,,,,0,MY,VMI
202425,2024,25,odl-983,NFI,ANN,5 Comanche Trail,Trzciana,,61.28.461.60238.24,2024-07-02 22:58:09,2024-06-27 22:58:09,SO-008,INV-00002,INV1314,43,NFI-PN-00007,consequat morbi a,M65,,L,6,6,1,PLN,583.42,3500.52,,,,,,,,,0,PL,
202477,2025,48,bqr-086,NFI,WPR,165 Arrowood Street,Rîşcani,,23.79.888.22261.96,2024-06-27 22:58:09,,SO-033,INV-00002,INV3334,9,NFI-PN-00008,morbi ut odio cras mi pede,C29,00dd,gal,9,9,0,MDL,364.77,3282.93,,,,,,,,,0,MD,
202499,2024,18,trg-551,ARBOC,CRK,18567 Columbus Alley,Erie,PO6543,09.64.584.74672.67,2024-06-25 22:58:09,2024-06-21 22:58:09,SO-011,INV-00002,INV8990,63,NFI-PN-00009,pretium quis lectus,H86,,L,4,4,1,USD,900.33,3601.32,,,,,,,,,0,US,
202413,2024,13,mur-390,MCI,WPR,9691 Cordelia Circle,Agbani,PO0123,26.09.356.34359.08,2024-07-02 22:58:09,,SO-027,INV-00002,INV8586,85,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,E57,22vv,pt,6,6,0,NGN,81.45,488.7,,,,,,,,,0,NG,
