INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202453,2025,23,ijl-944,CARFAIR,1M1,072 Meadow Valley Avenue,Kalangbret,PO8765,29.62.804.11543.87,2024-06-24 20:38:17,,SO-013,INV-00002,INV1234,4,NFI-PN-00001,tempor convallis nulla neque libero,R96,00xx,oz,6,6,0,IDR,657.82,3946.92,,,,,,,,,0,ID,
202463,2025,44,pyy-846,CARFAIR,CRK,038 Saint Paul Point,Vogan,PO8765,35.91.697.44549.01,2024-06-26 20:38:17,,SO-001,INV-00002,INV4142,13,NFI-PN-00002,nunc proin at turpis a,T72,,in,7,7,1,XOF,348.23,2437.61,,,,,,,,,0,TG,
202497,2025,1,ndz-044,NFI,CRK,4797 Eastwood Park,Kholbon,PO4321,47.00.428.13056.20,2024-07-04 20:38:17,,SO-003,INV-00002,INV1920,19,NFI-PN-00003,nunc donec quis orci eget,W49,99aa,ft,4,4,0,RUB,142,568.0,,,,,,,,,0,RU,
202406,2025,40,psx-157,NFI,1M2,6 Buena Vista Way,Lokossa,,00.84.723.68021.90,2024-07-03 20:38:17,,SO-003,INV-00002,INV2122,64,NFI-PN-00004,cum sociis natoque,U47,,cm,7,7,1,XOF,100.31,702.17,,,,,,,22.0,,0,BJ,
202452,2024,22,qaq-654,MCI,ANN,1 Clyde Gallagher Avenue,Esperanza,,92.99.430.52946.01,2024-07-01 20:38:17,,SO-001,INV-00002,INV3132,100,NFI-PN-00005,sed interdum venenatis turpis enim,S71,88rr,lb,9,9,1,PHP,58.52,526.68,,,,,,,,,0,PH,
202448,2024,40,kxc-750,MCI,1M1,08076 Mandrake Hill,Los Angeles,,07.65.686.84853.04,2024-07-06 20:38:17,2024-07-01 20:38:17,SO-027,INV-00002,INV9101,20,NFI-PN-00006,nulla nisl nunc,D82,44xx,ft,9,9,0,MXN,975.18,8776.62,,,,,,,,,0,MX,
202471,2024,30,vui-617,MCI,WPR,0 Commercial Road,Zheshan,PO0987,65.42.992.94862.87,2024-06-29 20:38:17,2024-06-23 20:38:17,SO-012,INV-00002,INV3536,81,NFI-PN-00007,consequat morbi a,O15,,L,8,8,1,CNY,583.42,4667.36,,,,,,,,,0,CN,
202413,2025,25,jmq-009,NFI,1M2,6231 Derek Terrace,Partikan,PO4321,68.99.970.60022.55,2024-06-26 20:38:17,2024-06-20 20:38:17,SO-032,INV-00002,INV9394,71,NFI-PN-00008,morbi ut odio cras mi pede,C3,,gal,2,2,1,IDR,364.77,729.54,,,,,,,,,0,ID,
202430,2025,49,lnw-976,MCI,CWP,50 Dryden Point,Karangagung Timur,PO8765,46.67.426.88747.03,2024-07-04 20:38:17,,SO-046,INV-00002,INV6768,40,NFI-PN-00009,pretium quis lectus,S97,,L,1,1,0,IDR,900.33,900.33,,,,,,,,,0,ID,
202453,2025,35,mjk-893,ARBOC,ANN,51359 Kipling Parkway,Xiachengzi,PO8765,85.56.394.74523.46,2024-07-04 20:38:17,2024-06-30 20:38:17,SO-045,INV-00002,INV3940,58,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,F84,,pt,5,5,0,CNY,81.45,407.25,,,,,,,,,0,CN,
