INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202498,2024,52,www-956,ARBOC,ANN,743 Dunning Trail,Cuauhtemoc,PO4321,19.18.338.08860.46,2024-07-09 20:59:18,,SO-010,INV-00002,INV6970,66,NFI-PN-00001,tempor convallis nulla neque libero,K89,44nn,oz,8,8,0,MXN,657.82,5262.56,,,,,,,,,0,MX,
202438,2025,12,byr-559,NFI,1M1,6 Holmberg Point,Envigado,,32.23.742.77440.42,2024-07-06 20:59:19,,SO-020,INV-00002,INV4546,42,NFI-PN-00002,nunc proin at turpis a,B2,77oo,in,2,2,1,COP,348.23,696.46,,,,,,,,,0,CO,
202493,2025,21,yua-413,NFI,CWP,5 Milwaukee Pass,Yanshou,,60.22.582.71682.51,2024-06-26 20:59:19,2024-06-22 20:59:19,SO-044,INV-00002,INV3132,41,NFI-PN-00003,nunc donec quis orci eget,O67,88vv,ft,7,7,0,CNY,871.46,6100.22,,,,,,,,,0,CN,
202504,2025,43,igk-490,CARFAIR,CRK,06 Main Terrace,Rouen,PO0987,49.49.114.92896.31,2024-06-29 20:59:19,2024-06-22 20:59:19,SO-023,INV-00002,INV6566,45,NFI-PN-00004,cum sociis natoque,H86,,cm,8,8,0,EUR,100.31,802.48,,4.0,,,,,,,4,FR,
202414,2025,52,uzl-939,NFI,WPR,827 Porter Circle,Stari Bohorodchany,PO0987,77.87.813.21697.74,2024-07-09 20:59:19,,SO-031,INV-00002,INV8788,21,NFI-PN-00005,sed interdum venenatis turpis enim,J88,77yy,lb,5,5,0,UAH,58.52,292.6,,,,,,,,,0,UA,
202465,2024,2,zcv-506,MCI,CRK,7830 Bunting Court,Jiakexi,,17.55.576.79451.81,2024-07-09 20:59:19,,SO-040,INV-00002,INV5960,76,NFI-PN-00006,nulla nisl nunc,T98,,ft,2,2,1,CNY,975.18,1950.36,,,,,,,,,0,CN,VENDING
202416,2024,23,xrz-084,NFI,CRK,69714 Bunting Avenue,Maochen,PO2345,67.94.723.59993.26,2024-07-04 20:59:19,,SO-016,INV-00002,INV1920,88,NFI-PN-00007,consequat morbi a,H86,,L,5,5,0,CNY,583.42,2917.1,,,,,,,,,0,CN,PAINT
202427,2025,19,rya-588,NFI,CRK,43 Manley Circle,Panite,PO8765,15.78.353.15564.42,2024-06-29 20:59:19,,SO-012,INV-00002,INV5758,55,NFI-PN-00008,morbi ut odio cras mi pede,P94,22vv,gal,4,4,1,IDR,364.77,1459.08,,,,,,,,,0,ID,
202504,2025,46,mec-784,NFI,ANN,22771 Stone Corner Park,Shiyan,PO8765,95.69.877.23752.24,2024-06-28 20:59:19,,SO-017,INV-00002,INV5354,18,NFI-PN-00009,pretium quis lectus,D4,77yy,L,5,5,0,CNY,900.33,4501.65,,,,,,,,,0,CN,PAINT
202473,2025,26,kpr-922,NFI,CRK,7488 Anhalt Avenue,Gaoyang,PO9012,52.63.547.96806.96,2024-07-04 20:59:19,2024-06-30 20:59:19,SO-016,INV-00002,INV7172,51,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,L90,,pt,2,2,1,CNY,81.45,162.9,,,,,,,,,0,CN,
