INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202470,2024,21,nuf-505,NFI,WPR,5 Monterey Street,Ţayyibat al Imām,PO7890,06.30.945.41032.15,2024-07-08 21:24:09,,SO-029,INV-00002,INV4950,68,NFI-PN-00001,tempor convallis nulla neque libero,U21,,oz,3,3,0,SYP,657.82,1973.46,,,,,,,,,0,SY,
202489,2025,38,grs-855,NFI,WPR,8 Blue Bill Park Pass,Staronizhestebliyevskaya,PO5432,18.17.131.92715.26,2024-07-07 21:24:09,,SO-035,INV-00002,INV4748,99,NFI-PN-00002,nunc proin at turpis a,Y77,,in,5,5,1,RUB,348.23,1741.15,,,,,,,,,0,RU,
202502,2024,27,rwo-445,NFI,SCL,603 High Crossing Center,Mirzāpur,,62.59.437.11179.05,2024-07-08 21:24:09,,SO-039,INV-00002,INV7374,19,NFI-PN-00003,nunc donec quis orci eget,F84,,ft,1,1,0,BDT,871.46,871.46,,,,,,,,,0,BD,
202449,2025,20,rpd-396,MCI,WPR,11 Prairieview Alley,Bingawan,PO6543,60.96.679.64724.18,2024-07-08 21:24:09,2024-07-04 21:24:09,SO-015,INV-00002,INV3334,67,NFI-PN-00004,cum sociis natoque,B54,,cm,1,1,0,PHP,189,189.0,,,,,,,,,0,PH,
202483,2025,36,mpr-768,ARBOC,ANN,33 Kim Court,Khorugh,,49.72.603.69563.23,2024-07-03 21:24:09,,SO-038,INV-00002,INV4344,47,NFI-PN-00005,sed interdum venenatis turpis enim,A1,66jj,lb,7,7,0,TJS,58.52,409.64,,,,,,,,,0,TJ,
202428,2025,39,vlb-409,CARFAIR,CRK,47639 Mesta Way,Ţubarjal,PO6543,07.92.129.79022.02,2024-07-02 21:24:09,2024-07-01 21:24:09,SO-025,INV-00002,INV5960,94,NFI-PN-00006,nulla nisl nunc,C55,22pp,ft,6,6,0,SAR,975.18,5851.08,,,,,,,,,0,SA,
202469,2025,31,ehr-914,MCI,SCL,8 Marcy Avenue,Pesochnoye,PO2109,54.99.779.18594.99,2024-07-06 21:24:09,2024-07-01 21:24:09,SO-027,INV-00002,INV1234,4,NFI-PN-00007,consequat morbi a,B28,77kk,L,2,2,0,RUB,583.42,1166.84,,,,,,,,,0,RU,
202436,2025,50,wjo-718,ARBOC,ANN,65832 Sloan Avenue,Shiroi,PO8765,07.44.013.61226.30,2024-07-08 21:24:09,,SO-016,INV-00002,INV4142,46,NFI-PN-00008,morbi ut odio cras mi pede,H60,,gal,5,5,1,JPY,364.77,1823.85,,,,,,,,,0,JP,PAINT
202475,2025,19,wpg-600,NFI,WPR,3 Pierstorff Court,Awarawar,PO2109,10.14.122.44785.03,2024-06-26 21:24:09,2024-06-25 21:24:09,SO-024,INV-00002,INV4950,77,NFI-PN-00009,pretium quis lectus,C55,,L,8,8,0,IDR,900.33,7202.64,,,,,,,,,0,ID,
202481,2024,23,pdr-348,NFI,SCL,7726 Sycamore Point,Panitan,PO8765,39.16.989.07223.99,2024-07-08 21:24:09,,SO-032,INV-00002,INV5960,97,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,X24,44vv,pt,2,2,0,PHP,81.45,162.9,,,,,,,,,0,PH,
