INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202423,2024,14,cqm-851,ARBOC,1M2,8 High Crossing Alley,Cernache do Bonjardim,,68.69.974.36376.66,2024-06-27 23:29:12,2024-06-22 23:29:12,SO-043,INV-00002,INV4950,35,NFI-PN-00001,tempor convallis nulla neque libero,W23,,oz,1,1,0,EUR,657.82,657.82,,,,,,,,,0,PT,VENDING
202502,2025,11,jmm-626,ARBOC,1M2,6405 Dryden Alley,Písečná,PO5432,21.28.541.05786.14,2024-07-07 23:29:13,,SO-047,INV-00002,INV8990,52,NFI-PN-00002,nunc proin at turpis a,Q17,,in,2,2,0,CZK,348.23,696.46,,,,,,,,,0,CZ,
202452,2024,43,tub-587,NFI,ANN,56287 Moland Way,Ipuh,PO1098,65.83.603.65454.41,2024-06-28 23:29:13,2024-06-24 23:29:13,SO-033,INV-00002,INV1234,100,NFI-PN-00003,nunc donec quis orci eget,J62,99ss,ft,9,9,0,IDR,871.46,7843.14,,,,,,,,,0,ID,
202433,2025,36,gxt-513,ARBOC,ANN,57355 Riverside Lane,Tchamba,,20.04.971.10810.18,2024-07-08 23:29:13,2024-07-06 23:29:13,SO-049,INV-00002,INV6364,85,NFI-PN-00004,cum sociis natoque,O93,,cm,9,9,0,XOF,100.31,902.79,,,,,,,,,0,TG,KANBAN
202443,2025,10,zsj-011,ARBOC,1M1,01824 Reinke Road,Nesterovskaya,PO6543,01.30.584.77558.53,2024-07-02 23:29:13,,SO-030,INV-00002,INV1234,39,NFI-PN-00005,sed interdum venenatis turpis enim,Y77,77yy,lb,9,9,0,RUB,58.52,526.68,,,,,,,,,0,RU,
202469,2024,33,duz-467,CARFAIR,CWP,6673 Cardinal Drive,Ipoh,PO6789,11.59.798.74360.10,2024-07-01 23:29:13,2024-06-27 23:29:13,SO-001,INV-00002,INV2526,53,NFI-PN-00006,nulla nisl nunc,W23,77ee,ft,4,4,0,MYR,975.18,3900.72,,,,,,,,,0,MY,
202425,2025,2,wyb-208,ARBOC,WPR,31 Dovetail Road,Casais,,77.04.149.66431.57,2024-07-02 23:29:13,2024-06-25 23:29:13,SO-006,INV-00002,INV8384,42,NFI-PN-00007,consequat morbi a,U21,44nn,L,7,7,0,EUR,583.42,4083.94,,,,,,,,,0,PT,
202450,2025,17,bye-275,ARBOC,ANN,3951 Del Mar Park,Jobabo,PO0987,81.14.038.77940.89,2024-07-02 23:29:13,,SO-035,INV-00002,INV4142,51,NFI-PN-00008,morbi ut odio cras mi pede,T72,,gal,9,9,0,CUP,364.77,3282.93,,,,,,,,,0,CU,
202456,2025,28,ich-746,ARBOC,1M1,0686 Tomscot Crossing,Cibatuireng,PO8901,59.83.860.92207.84,2024-06-27 23:29:13,,SO-046,INV-00002,INV5556,78,NFI-PN-00009,pretium quis lectus,Y51,55ii,L,4,4,0,IDR,900.33,3601.32,,,,,,,,,0,ID,
202492,2024,37,sks-537,NFI,CWP,8252 Leroy Circle,Malya,PO0987,85.07.899.17637.36,2024-07-01 23:29:13,2024-06-25 23:29:13,SO-019,INV-00002,INV99100,60,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,S45,,pt,9,9,0,TZS,81.45,733.05,,,,,,,,,0,TZ,
