INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202503,2024,42,wyb-111,CARFAIR,WPR,0558 Shopko Crossing,Pingya,PO8765,14.24.984.25055.18,2024-07-03 21:50:15,,SO-025,INV-00002,INV5556,16,NFI-PN-00001,tempor convallis nulla neque libero,N40,22vv,oz,4,4,1,CNY,657.82,2631.28,,,,,,,,,0,CN,
202504,2025,47,ijz-277,ARBOC,1M1,84713 Reindahl Plaza,Imus,,67.40.145.83416.69,2024-06-25 21:50:15,,SO-017,INV-00002,INV7374,89,NFI-PN-00002,nunc proin at turpis a,J88,88zz,in,4,4,0,PHP,348.23,1392.92,,,,,,,,,0,PH,
202457,2024,31,lvh-553,ARBOC,SCL,18 Merry Parkway,Huarong Chengguanzhen,PO5432,41.58.412.30867.44,2024-07-04 21:50:15,,SO-037,INV-00002,INV2122,18,NFI-PN-00003,nunc donec quis orci eget,B80,66nn,ft,8,8,0,CNY,32,256.0,,,,,,,,,0,CN,
202488,2024,32,cpz-564,CARFAIR,1M1,549 Clemons Crossing,Vitrolles,PO2109,76.41.821.83385.31,2024-07-01 21:50:15,,SO-019,INV-00002,INV5152,73,NFI-PN-00004,cum sociis natoque,K63,99cc,cm,1,1,0,EUR,100.31,100.31,,,,61.0,,,,,0,FR,
202441,2024,50,loe-111,MCI,1M1,83182 Susan Parkway,Rejasa Kaja,,34.97.667.55852.62,2024-06-28 21:50:15,2024-06-22 21:50:15,SO-019,INV-00002,INV5678,13,NFI-PN-00005,sed interdum venenatis turpis enim,I9,,lb,3,3,1,IDR,58.52,175.56,,,,,,,,,0,ID,
202466,2024,47,zna-417,MCI,1M2,5 Burning Wood Crossing,San Jacinto,,73.34.915.89011.69,2024-06-24 21:50:15,2024-06-22 21:50:15,SO-014,INV-00002,INV1234,80,NFI-PN-00006,nulla nisl nunc,V48,77ii,ft,5,5,1,PHP,975.18,4875.9,,,,,,,,,0,PH,
202443,2025,42,kca-556,MCI,1M1,262 Tennyson Place,Yelets,,20.12.275.77330.73,2024-07-04 21:50:15,,SO-042,INV-00002,INV1234,50,NFI-PN-00007,consequat morbi a,P16,00ll,L,1,1,1,RUB,583.42,583.42,,,,,,,,,0,RU,
202488,2024,21,blg-525,MCI,1M2,876 Bashford Alley,Confey,,77.28.779.01906.79,2024-06-28 21:50:15,,SO-001,INV-00002,INV3940,87,NFI-PN-00008,morbi ut odio cras mi pede,R18,,gal,5,5,1,EUR,364.77,1823.85,,,,,,,,,0,IE,
202490,2024,5,mba-111,CARFAIR,SCL,9653 Mcbride Junction,Timurlorong,,90.72.474.86136.31,2024-06-28 21:50:15,2024-06-25 21:50:15,SO-035,INV-00002,INV99100,7,NFI-PN-00009,pretium quis lectus,A27,66hh,L,10,10,0,IDR,900.33,9003.3,,,48.0,,,,,,0,ID,
202492,2025,16,cmd-368,CARFAIR,1M1,87315 Cascade Alley,Des Moines,PO2345,50.59.724.37311.21,2024-07-06 21:50:15,2024-06-30 21:50:15,SO-041,INV-00002,INV3738,65,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,Q17,88pp,pt,6,6,0,USD,81.45,488.7,,,,,,,,,0,US,
