INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202420,2025,11,rzr-791,NFI,CWP,34674 Merchant Crossing,Lovran,,65.00.304.12657.74,2024-06-30 22:13:15,2024-06-25 22:13:15,SO-022,INV-00002,INV4344,70,NFI-PN-00001,tempor convallis nulla neque libero,E83,,oz,7,7,1,HRK,657.82,4604.74,,,,,,,,,0,HR,
202441,2025,31,kfs-351,CARFAIR,WPR,93917 Rockefeller Hill,Sijing,PO4567,84.53.394.81205.52,2024-06-27 22:13:15,2024-06-20 22:13:15,SO-050,INV-00002,INV9394,8,NFI-PN-00002,nunc proin at turpis a,J88,99qq,in,9,9,1,CNY,348.23,3134.07,,,,,,,,,0,CN,
202492,2024,7,mqx-488,CARFAIR,CWP,49 Crescent Oaks Terrace,Koltushi,,25.65.650.39434.86,2024-07-02 22:13:15,,SO-037,INV-00002,INV99100,39,NFI-PN-00003,nunc donec quis orci eget,S71,,ft,9,9,0,RUB,871.46,7843.14,,,,,,,,,0,RU,VENDING
202440,2024,25,qxn-791,CARFAIR,CRK,07 Dryden Drive,Telsiai,PO0987,44.73.379.87908.52,2024-07-04 22:13:15,2024-07-02 22:13:15,SO-024,INV-00002,INV9798,85,NFI-PN-00004,cum sociis natoque,R96,,cm,5,5,0,LTL,100.31,501.55,,,,,,,,,0,LT,
202437,2024,25,kok-188,MCI,ANN,33 Sauthoff Lane,Marne-la-Vallée,,51.09.224.20429.89,2024-06-26 22:13:15,2024-06-25 22:13:15,SO-011,INV-00002,INV3132,96,NFI-PN-00005,sed interdum venenatis turpis enim,L12,88rr,lb,1,1,1,EUR,58.52,58.52,,,,16.0,,,,,0,FR,
202492,2024,47,dcu-778,NFI,ANN,2623 Eliot Court,Shiniujiang,PO8765,10.70.967.89674.41,2024-07-03 22:13:15,2024-06-29 22:13:15,SO-037,INV-00002,INV4950,81,NFI-PN-00006,nulla nisl nunc,U21,,ft,5,5,0,CNY,975.18,4875.9,,,,,,,,,0,CN,PAINT
202483,2025,29,uiv-177,ARBOC,1M2,8 Talisman Place,Kole,,55.43.060.43466.58,2024-06-28 22:13:15,2024-06-21 22:13:15,SO-048,INV-00002,INV7172,5,NFI-PN-00007,consequat morbi a,W49,11ee,L,9,9,0,UGX,583.42,5250.78,,,,,,,,,0,UG,
202454,2024,10,kzu-028,CARFAIR,1M1,2 Sachtjen Circle,Baiyushan,PO4321,33.66.163.54263.37,2024-07-01 22:13:15,,SO-008,INV-00002,INV4748,17,NFI-PN-00008,morbi ut odio cras mi pede,D82,55ss,gal,5,5,0,CNY,65,325.0,,,,,,,,,0,CN,
202466,2024,4,hob-643,NFI,WPR,41 Fallview Point,Hongqiao,PO8765,37.44.057.94332.40,2024-07-08 22:13:15,,SO-046,INV-00002,INV8384,49,NFI-PN-00009,pretium quis lectus,J88,,L,7,7,0,CNY,900.33,6302.31,,,,,,,,,0,CN,
202482,2024,38,clt-461,ARBOC,ANN,324 Carpenter Parkway,Pilar,,34.09.693.15721.50,2024-06-26 22:13:15,,SO-032,INV-00002,INV3132,89,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,W75,77yy,pt,8,8,0,PHP,81.45,651.6,,,,,,,,,0,PH,
