INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202429,2025,46,alp-040,MCI,CWP,5095 Pleasure Way,Shicha,PO4321,57.85.231.75616.10,2024-06-30 21:09:20,,SO-006,INV-00002,INV4546,29,NFI-PN-00001,tempor convallis nulla neque libero,N66,,oz,5,5,0,CNY,657.82,3289.1,,,,,,,,,0,CN,VMI
202409,2025,18,rfz-922,MCI,CWP,13 Rutledge Plaza,Motala,PO6789,26.73.541.33381.12,2024-07-03 21:09:21,,SO-011,INV-00002,INV2526,37,NFI-PN-00002,nunc proin at turpis a,D82,,in,4,4,0,SEK,348.23,1392.92,,,,,,,,,0,SE,
202422,2024,46,iee-769,NFI,1M2,04 Weeping Birch Lane,Alençon,,28.79.539.87968.33,2024-07-05 21:09:21,,SO-043,INV-00002,INV2122,14,NFI-PN-00003,nunc donec quis orci eget,B2,,ft,7,7,1,EUR,871.46,6100.22,,,,,,,,,0,FR,VMI
202454,2025,45,lax-722,NFI,CRK,35 Porter Circle,Gomunice,PO6543,39.44.676.81588.28,2024-06-27 21:09:21,2024-06-25 21:09:21,SO-045,INV-00002,INV8990,80,NFI-PN-00004,cum sociis natoque,M65,66zz,cm,3,3,1,PLN,100.31,300.93,,,,,,,,,0,PL,
202454,2024,28,kse-028,MCI,CWP,7713 Oriole Drive,Covão,PO6543,02.57.415.75242.04,2024-06-28 21:09:21,2024-06-25 21:09:21,SO-022,INV-00002,INV5354,2,NFI-PN-00005,sed interdum venenatis turpis enim,O15,22pp,lb,5,5,0,EUR,58.52,292.6,,,,,,,,,0,PT,
202439,2025,33,hba-446,MCI,CWP,23931 Nova Street,Ruzayevka,,44.06.694.88095.68,2024-06-30 21:09:21,2024-06-29 21:09:21,SO-037,INV-00002,INV3536,23,NFI-PN-00006,nulla nisl nunc,A27,00tt,ft,8,8,1,RUB,975.18,7801.44,,,,,,,,,0,RU,
202426,2025,29,cxq-676,MCI,CWP,5 Luster Pass,Lisičani,PO2109,98.70.111.33540.12,2024-07-06 21:09:21,2024-07-05 21:09:21,SO-010,INV-00002,INV6364,21,NFI-PN-00007,consequat morbi a,R44,,L,6,6,0,MKD,583.42,3500.52,,,,,,,,,0,MK,
202406,2025,32,bcu-664,NFI,WPR,076 Center Street,Shuikou,PO9876,09.27.932.61090.74,2024-07-04 21:09:21,,SO-038,INV-00002,INV8788,29,NFI-PN-00008,morbi ut odio cras mi pede,Q17,,gal,8,8,1,CNY,364.77,2918.16,,,,,,,,,0,CN,
202495,2024,35,exq-117,CARFAIR,WPR,39933 Macpherson Lane,Lagodekhi,,48.91.494.98644.89,2024-06-25 21:09:21,2024-06-20 21:09:21,SO-008,INV-00002,INV9596,4,NFI-PN-00009,pretium quis lectus,L64,00jj,L,8,8,0,GEL,900.33,7202.64,,,,,,,,,0,GE,
202479,2024,33,yft-495,ARBOC,ANN,03 Express Trail,Palma Gil,,87.76.054.13147.39,2024-06-27 21:09:21,,SO-038,INV-00002,INV3940,59,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,E57,11uu,pt,9,9,1,PHP,81.45,733.05,,,,,,,,,0,PH,
