INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202495,2025,29,guc-543,CARFAIR,1M2,34 Dawn Street,Gijon,PO9876,71.85.744.69702.17,2024-07-03 21:31:10,2024-06-30 21:31:10,SO-035,INV-00002,INV1920,83,NFI-PN-00001,tempor convallis nulla neque libero,S71,,oz,3,3,1,EUR,657.82,1973.46,,,,,,,,,0,ES,
202499,2025,27,aen-062,NFI,CRK,39 Warner Crossing,Buenos Aires,,07.01.777.85273.94,2024-06-30 21:31:10,,SO-048,INV-00002,INV9596,97,NFI-PN-00002,nunc proin at turpis a,A27,,in,10,10,0,MXN,348.23,3482.3,,,,,,,,,0,MX,
202460,2025,32,lcm-060,NFI,CRK,9921 John Wall Way,At Tāj,PO3456,35.34.336.38166.10,2024-07-02 21:31:10,2024-07-01 21:31:10,SO-010,INV-00002,INV7576,85,NFI-PN-00003,nunc donec quis orci eget,L12,,ft,1,1,1,LYD,8,8.0,,,,,,,,,0,LY,PAINT
202483,2025,6,kof-054,MCI,WPR,054 Elka Alley,Liufeng,,77.08.528.95002.22,2024-06-27 21:31:10,,SO-044,INV-00002,INV3334,59,NFI-PN-00004,cum sociis natoque,F6,55ii,cm,1,1,0,CNY,100.31,100.31,,,,,,,,,0,CN,
202434,2025,28,nrw-543,CARFAIR,SCL,46 Blackbird Plaza,Lökbatan,PO8765,26.67.061.49252.86,2024-06-27 21:31:10,,SO-011,INV-00002,INV4748,67,NFI-PN-00005,sed interdum venenatis turpis enim,U73,,lb,10,10,0,AZN,58.52,585.2,,,,,,,,,0,AZ,
202500,2025,46,van-377,CARFAIR,1M1,76977 Dwight Point,Övertorneå,PO0987,92.00.146.89493.17,2024-06-29 21:31:10,2024-06-26 21:31:10,SO-031,INV-00002,INV8182,16,NFI-PN-00006,nulla nisl nunc,Z52,,ft,9,9,0,SEK,975.18,8776.62,,,,,,,,,0,SE,KANBAN
202493,2024,36,aom-127,MCI,ANN,43547 Butternut Crossing,Dugongan,PO9012,46.37.339.14360.25,2024-06-27 21:31:11,,SO-046,INV-00002,INV2930,13,NFI-PN-00007,consequat morbi a,N40,,L,7,7,1,PHP,583.42,4083.94,,,,,,,,,0,PH,
202453,2024,6,kvq-349,CARFAIR,1M1,65110 Hovde Circle,Couço,PO8901,78.30.633.52663.96,2024-07-03 21:31:11,,SO-010,INV-00002,INV9596,16,NFI-PN-00008,morbi ut odio cras mi pede,P68,,gal,10,10,0,EUR,364.77,3647.7,,,,,,,,,0,PT,
202432,2024,30,ctx-537,MCI,1M1,30598 Forest Dale Alley,Pingshui,PO6543,16.59.144.56876.29,2024-07-01 21:31:11,2024-06-27 21:31:11,SO-049,INV-00002,INV2930,18,NFI-PN-00009,pretium quis lectus,N14,,L,4,4,1,CNY,900.33,3601.32,,,,,,,,,0,CN,
202444,2025,28,giy-780,NFI,SCL,8 Spenser Alley,Loureiro,,00.01.588.12171.58,2024-06-29 21:31:11,2024-06-26 21:31:11,SO-001,INV-00002,INV99100,85,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,B54,00dd,pt,6,6,1,EUR,130,780.0,,,69.0,,,,,,0,PT,
