INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202423,2025,34,kfj-741,CARFAIR,CWP,04 Harbort Parkway,Taltal,,92.02.457.91294.10,2024-06-25 21:58:17,2024-06-24 21:58:17,SO-024,INV-00002,INV7778,87,NFI-PN-00001,tempor convallis nulla neque libero,R18,88ff,oz,3,3,0,PHP,657.82,1973.46,,,,,,,,,0,PH,
202473,2025,4,eoi-979,ARBOC,1M1,5 Sycamore Road,Shimen,,70.11.286.77127.83,2024-07-05 21:58:17,,SO-007,INV-00002,INV2324,7,NFI-PN-00002,nunc proin at turpis a,U73,,in,6,6,0,CNY,348.23,2089.38,,,,,,,,,0,CN,
202465,2024,20,qro-701,MCI,CWP,9141 Prentice Court,Guandian,,81.69.964.71440.87,2024-06-29 21:58:17,2024-06-27 21:58:17,SO-043,INV-00002,INV7374,69,NFI-PN-00003,nunc donec quis orci eget,I87,,ft,3,3,1,CNY,871.46,2614.38,,,,,,,,,0,CN,
202430,2024,35,kym-793,MCI,SCL,216 Mcguire Avenue,Bela Vista,PO0987,36.85.602.86581.55,2024-07-02 21:58:17,,SO-016,INV-00002,INV2122,80,NFI-PN-00004,cum sociis natoque,A27,,cm,3,3,0,BRL,100.31,300.93,,,,,,,,,0,BR,PAINT
202444,2024,32,goo-796,MCI,SCL,9 Melody Hill,Mospyne,,85.33.680.96932.10,2024-07-04 21:58:17,,SO-040,INV-00002,INV3738,95,NFI-PN-00005,sed interdum venenatis turpis enim,L90,,lb,7,7,0,UAH,58.52,409.64,,,,,,,,9.0,0,UA,
202421,2024,31,alp-290,CARFAIR,1M1,36970 Burrows Parkway,Negoslavci,,68.89.264.89313.84,2024-06-29 21:58:17,,SO-038,INV-00002,INV6364,77,NFI-PN-00006,nulla nisl nunc,H60,88vv,ft,2,2,0,HRK,975.18,1950.36,,,,,,,,,0,HR,
202458,2024,28,hox-390,CARFAIR,CWP,6883 Southridge Street,Jiuheyuan,,84.27.627.25062.97,2024-06-26 21:58:17,,SO-018,INV-00002,INV7778,21,NFI-PN-00007,consequat morbi a,B54,22vv,L,2,2,1,CNY,583.42,1166.84,,,,,,,,,0,CN,
202416,2024,10,pri-170,ARBOC,SCL,9 Fordem Circle,Joal-Fadiout,,80.04.841.98062.92,2024-06-29 21:58:17,,SO-047,INV-00002,INV5960,63,NFI-PN-00008,morbi ut odio cras mi pede,P68,,gal,4,4,0,XOF,364.77,1459.08,,41.0,,,,,,,41,SN,
202452,2025,6,axv-166,MCI,SCL,7 Vera Lane,Sterlibashevo,,41.29.403.58266.06,2024-06-25 21:58:17,2024-06-24 21:58:17,SO-042,INV-00002,INV5354,46,NFI-PN-00009,pretium quis lectus,U47,00nn,L,2,2,1,RUB,900.33,1800.66,,,,,,,,,0,RU,VMI
202475,2025,22,iel-621,MCI,ANN,63 American Drive,Dzhubga,PO6543,61.44.825.13873.57,2024-06-24 21:58:17,,SO-017,INV-00002,INV7172,59,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,G85,,pt,10,10,1,RUB,81.45,814.5,,,,,,,,,0,RU,VMI
