INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202466,2024,52,szb-090,NFI,CWP,97 Meadow Valley Terrace,Blyznyuky,PO3210,10.41.491.94260.21,2024-06-24 23:27:16,,SO-040,INV-00002,INV2930,39,NFI-PN-00001,tempor convallis nulla neque libero,K63,88zz,oz,6,6,0,UAH,657.82,3946.92,,,,,,,,,0,UA,
202445,2025,36,zvp-771,CARFAIR,SCL,71868 Mcguire Way,Luján de Cuyo,PO8765,16.98.762.07260.53,2024-06-27 23:27:16,,SO-040,INV-00002,INV1516,74,NFI-PN-00002,nunc proin at turpis a,G33,,in,10,10,1,ARS,348.23,3482.3,,,,,,,,,0,AR,
202405,2024,8,ctr-013,CARFAIR,CRK,65 South Parkway,Igbo Ora,PO2109,22.46.880.93056.83,2024-07-01 23:27:16,,SO-036,INV-00002,INV1718,17,NFI-PN-00003,nunc donec quis orci eget,C81,44rr,ft,1,1,1,NGN,871.46,871.46,,,,,,,,,0,NG,
202448,2025,15,kxm-045,MCI,1M1,0 Springs Plaza,Zhangxi,PO4567,88.11.682.11293.38,2024-06-24 23:27:16,,SO-043,INV-00002,INV1314,16,NFI-PN-00004,cum sociis natoque,G33,,cm,8,8,1,CNY,100.31,802.48,,,,,,,,,0,CN,
202478,2025,48,tdw-279,MCI,SCL,5674 Farmco Crossing,Brant,,37.75.062.60320.22,2024-07-02 23:27:16,,SO-014,INV-00002,INV4142,46,NFI-PN-00005,sed interdum venenatis turpis enim,S19,33mm,lb,3,3,1,CAD,58.52,175.56,,,,,,,,,0,CA,PAINT
202433,2024,19,ffd-972,CARFAIR,CRK,13043 Troy Pass,Hagi,PO6789,80.60.957.29141.43,2024-07-02 23:27:16,,SO-045,INV-00002,INV7374,10,NFI-PN-00006,nulla nisl nunc,H86,11kk,ft,7,7,1,JPY,975.18,6826.26,,,,,,,,,0,JP,
202489,2025,45,fyw-310,MCI,WPR,59659 Mifflin Junction,Shuangjie,,03.36.936.25874.65,2024-06-24 23:27:16,2024-06-20 23:27:16,SO-008,INV-00002,INV4950,83,NFI-PN-00007,consequat morbi a,F32,,L,7,7,0,CNY,583.42,4083.94,,,,,,,,,0,CN,VENDING
202438,2024,21,kwq-887,NFI,SCL,2966 North Terrace,Ngangpo,PO5432,75.58.500.36065.27,2024-06-27 23:27:16,,SO-008,INV-00002,INV5354,4,NFI-PN-00008,morbi ut odio cras mi pede,C81,77ii,gal,6,6,1,IDR,364.77,2188.62,,,,,,,,,0,ID,
202413,2025,11,gva-149,NFI,CRK,617 Hagan Alley,Kashima-shi,PO0987,46.87.841.12179.65,2024-06-25 23:27:16,,SO-017,INV-00002,INV9101,99,NFI-PN-00009,pretium quis lectus,T72,00hh,L,7,7,0,JPY,900.33,6302.31,,,,,,,,,0,JP,
202474,2025,46,vtu-863,NFI,CWP,478 Bartillon Street,Pokotylivka,PO4321,35.55.892.75347.19,2024-06-25 23:27:16,2024-06-22 23:27:16,SO-007,INV-00002,INV8788,72,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,A79,,pt,5,5,1,UAH,133,665.0,,,,,,,,,0,UA,
