INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202499,2024,42,iot-069,ARBOC,SCL,9 Mesta Plaza,Březová,PO6543,59.02.132.28303.30,2024-07-06 23:37:14,2024-07-01 23:37:14,SO-047,INV-00002,INV5354,71,NFI-PN-00001,tempor convallis nulla neque libero,I35,44rr,oz,9,9,1,CZK,657.82,5920.38,,,,,,,,,0,CZ,
202417,2025,25,lhx-959,ARBOC,1M2,72373 Truax Way,Babahoyo,,47.52.234.75379.68,2024-07-02 23:37:14,,SO-006,INV-00002,INV7374,93,NFI-PN-00002,nunc proin at turpis a,N92,,in,8,8,1,USD,348.23,2785.84,,,,,,,,,0,EC,
202438,2025,44,jzg-207,CARFAIR,CWP,786 Butternut Terrace,Lezhu,PO5432,68.63.402.50530.49,2024-06-26 23:37:14,,SO-040,INV-00002,INV9394,16,NFI-PN-00003,nunc donec quis orci eget,O93,,ft,10,10,1,CNY,871.46,8714.6,,,,,,,,,0,CN,
202478,2025,46,iao-907,ARBOC,ANN,9869 Merrick Circle,Stockholm,,46.79.292.69032.74,2024-06-25 23:37:14,,SO-023,INV-00002,INV2728,92,NFI-PN-00004,cum sociis natoque,O67,,cm,5,5,0,SEK,100.31,501.55,,,,,,,,,0,SE,
202411,2024,17,dnc-553,NFI,ANN,0 Granby Crossing,Monroe,PO8765,77.01.437.02226.16,2024-07-06 23:37:14,,SO-014,INV-00002,INV8384,95,NFI-PN-00005,sed interdum venenatis turpis enim,Y51,,lb,8,8,0,USD,58.52,468.16,,,,,,,,,0,US,
202481,2025,31,wuq-158,CARFAIR,CWP,248 Stuart Drive,Babantar,PO8765,16.35.852.71975.81,2024-07-08 23:37:14,,SO-022,INV-00002,INV3940,5,NFI-PN-00006,nulla nisl nunc,G33,,ft,7,7,0,IDR,975.18,6826.26,,,,,,,,,0,ID,
202435,2025,34,qdw-855,NFI,ANN,6 Esker Place,Lusacan,,87.63.055.92136.15,2024-06-28 23:37:14,,SO-004,INV-00002,INV4950,17,NFI-PN-00007,consequat morbi a,D56,,L,10,10,0,PHP,583.42,5834.2,,,,,,,,,0,PH,
202500,2025,2,hxv-902,MCI,ANN,72187 Gulseth Way,Sagae,,98.81.988.39086.91,2024-07-01 23:37:14,2024-06-30 23:37:14,SO-034,INV-00002,INV1314,65,NFI-PN-00008,morbi ut odio cras mi pede,U99,,gal,8,8,0,JPY,364.77,2918.16,,,,,,,,,0,JP,
202419,2024,51,svl-195,CARFAIR,WPR,6518 Thompson Court,Sulyukta,PO5432,06.67.000.36202.16,2024-07-06 23:37:14,2024-07-03 23:37:14,SO-010,INV-00002,INV6162,7,NFI-PN-00009,pretium quis lectus,Y25,55ii,L,2,2,0,KGS,900.33,1800.66,,,,,,,,,0,KG,
202445,2025,24,sgg-242,MCI,SCL,35831 Cordelia Pass,Enshi,,47.21.041.96227.19,2024-06-28 23:37:14,,SO-031,INV-00002,INV5152,20,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,Z26,,pt,8,8,1,CNY,81.45,651.6,,,,,,,,,0,CN,
