INVOICE_PERIOD,INVOICE_YEAR,INVOICE_WEEK,CELL_NAME_(LOCATION),NFI_GROUP_BUSINESS_UNIT,NFI_GROUP_LOCATION,SHIP_TO_ADDRESS,SHIP_TO_CITY,PURCHASER_ORDER_NUMBER,COST_CENTER_(GL_CODE),INVOICE_DATE,ORDER_DATE,SALES_ORDER_NUMBER,SUMMARY_INVOICE_NUMBER,INVOICE_NUMBER,INVOICE_LINE_NUMBER,NFI_GROUP_PART_NUMBER,PART_DESCRIPTION_1,SUPPLIER_PART_NUMBER,MFG_PART_NUMBER,UNIT_OF_MEASURE,ORDER_QTY,SHIP_QTY,BACKORDER_QTY,CURRENCY,UNIT_PRICE,EXTENDED_COST,SPOT_BUY,SALES_TAX,PST_TAX,GST_TAX,FREIGHT_COST,GST_ON_FREIGHT,TAX_ON_FREIGHT,RESTOCK_CHARGE,TOTAL_LINE_PRICE,COO_COUNTRY_OF_ORIGIN,PROGRAM
202446,2025,52,oti-310,ARBOC,ANN,608 Meadow Vale Place,Halong,,81.87.875.30929.71,2024-06-24 22:51:12,2024-06-20 22:51:12,SO-035,INV-00002,INV5960,71,NFI-PN-00001,tempor convallis nulla neque libero,F58,33qq,oz,5,5,1,IDR,657.82,3289.1,,,,,,,,,0,ID,PAINT
202479,2024,30,jse-076,ARBOC,1M2,88 7th Center,Beigong,PO6543,84.03.201.53174.91,2024-07-04 22:51:12,,SO-033,INV-00002,INV4546,91,NFI-PN-00002,nunc proin at turpis a,W49,,in,5,5,0,CNY,348.23,1741.15,,,,,,,,,0,CN,
202404,2025,47,mfp-183,ARBOC,WPR,43316 Dunning Parkway,Pinheiro Machado,,37.38.438.22121.78,2024-06-24 22:51:12,2024-06-17 22:51:12,SO-023,INV-00002,INV6566,56,NFI-PN-00003,nunc donec quis orci eget,V22,88hh,ft,9,9,1,BRL,871.46,7843.14,,,,,,,,,0,BR,
202463,2024,46,esh-824,NFI,ANN,172 Loomis Alley,Satinka,,07.80.802.99104.09,2024-06-25 22:51:12,,SO-017,INV-00002,INV1314,78,NFI-PN-00004,cum sociis natoque,X50,88rr,cm,6,6,1,RUB,100.31,601.86,,,,,,,,,0,RU,
202465,2024,42,inx-544,CARFAIR,WPR,24444 Loeprich Drive,Nantuo,,67.80.286.71088.81,2024-06-29 22:51:12,2024-06-23 22:51:12,SO-013,INV-00002,INV5758,3,NFI-PN-00005,sed interdum venenatis turpis enim,M91,,lb,6,6,0,CNY,58.52,351.12,,,,,,,,,0,CN,
202456,2024,6,xod-652,NFI,1M2,9 Ridgeway Junction,Otyń,,46.83.184.56983.54,2024-06-25 22:51:12,,SO-029,INV-00002,INV8788,69,NFI-PN-00006,nulla nisl nunc,E83,,ft,2,2,0,PLN,975.18,1950.36,,,,,,,,,0,PL,VENDING
202410,2024,46,qah-452,MCI,ANN,73 East Park,Abuja,,93.99.145.09527.60,2024-06-27 22:51:12,,SO-001,INV-00002,INV2122,60,NFI-PN-00007,consequat morbi a,X76,,L,10,10,1,NGN,583.42,5834.2,,,,,,,,,0,NG,
202425,2024,8,ulg-766,ARBOC,1M1,91405 Texas Junction,Tongmuluo,PO7890,50.82.632.33711.26,2024-07-03 22:51:12,,SO-019,INV-00002,INV6970,79,NFI-PN-00008,morbi ut odio cras mi pede,T72,11yy,gal,3,3,1,CNY,364.77,1094.31,,,,,,,,,0,CN,
202469,2024,19,iia-195,NFI,CWP,4 Stoughton Alley,Hengjiang,PO0987,89.02.486.36571.46,2024-07-06 22:51:12,,SO-016,INV-00002,INV5678,39,NFI-PN-00009,pretium quis lectus,O15,33mm,L,7,7,0,CNY,900.33,6302.31,,,,,,,,,0,CN,
202436,2024,42,ghq-987,CARFAIR,CWP,2643 Elgar Hill,Macaíba,PO3456,80.10.966.15257.59,2024-06-24 22:51:12,,SO-007,INV-00002,INV2930,40,NFI-PN-00010,hac habitasse platea dictumst aliquam augue,I61,,pt,4,4,0,BRL,81.45,325.8,,,,,,,,,0,BR,
